[ID],Year,Institution,state,St-Ups Formed
20080266,2009,Louisiana Tech University,LA,1
95176,2009,Tulane Univ.,LA,0
95093,2010,Louisiana State University System,LA,5
20080266,2010,Louisiana Tech University,LA,1
95176,2010,Tulane Univ.,LA,0
95093,2011,Louisiana State University System,LA,4
20080266,2011,Louisiana Tech University,LA,0
95176,2011,Tulane Univ.,LA,3
95093,2012,Louisiana State University System,LA,3
20080266,2012,Louisiana Tech University,LA,1
95176,2012,Tulane Univ.,LA,4
95093,2013,Louisiana State University System,LA,3
95176,2013,Tulane Univ.,LA,4
95052,1991,Dana-Farber Cancer Institute,MA,
95070,1991,Harvard University,MA,
95096,1991,Massachusetts General Hospital,MA,
95097,1991,Massachusetts Inst. of Technology (MIT),MA,
95115,1991,New England Medical Center,MA,
95214,1991,Univ. of Massachusetts/Amherst,MA,
95052,1992,Dana-Farber Cancer Institute,MA,
95070,1992,Harvard University,MA,
95096,1992,Massachusetts General Hospital,MA,
95097,1992,Massachusetts Inst. of Technology (MIT),MA,
95115,1992,New England Medical Center,MA,
95214,1992,Univ. of Massachusetts/Amherst,MA,
95016,1993,Brandeis University,MA,
95017,1993,Brigham & Women's Hospital,MA,
95034,1993,Children's Hospital Boston,MA,
95052,1993,Dana-Farber Cancer Institute,MA,
95070,1993,Harvard University,MA,
95096,1993,Massachusetts General Hospital,MA,
95097,1993,Massachusetts Inst. of Technology (MIT),MA,
95114,1993,New England Deaconess Hospital,MA,
95115,1993,New England Medical Center,MA,
95125,1993,Northeastern University,MA,
95213,1993,Univ. of Massachusetts Medical Center,MA,
95214,1993,Univ. of Massachusetts/Amherst,MA,
95280,1993,Woods Hole Oceanographic Inst.,MA,
95016,1994,Brandeis University,MA,0
95017,1994,Brigham & Women's Hospital,MA,1
95034,1994,Children's Hospital Boston,MA,3
95052,1994,Dana-Farber Cancer Institute,MA,1
95070,1994,Harvard University,MA,4
95096,1994,Massachusetts General Hospital,MA,0
95097,1994,Massachusetts Inst. of Technology (MIT),MA,22
95115,1994,New England Medical Center,MA,0
95125,1994,Northeastern University,MA,1
95175,1994,Tufts University,MA,1
95213,1994,Univ. of Massachusetts Medical Center,MA,1
95214,1994,Univ. of Massachusetts/Amherst,MA,0
95280,1994,Woods Hole Oceanographic Inst.,MA,1
95014,1995,Boston University,MA,2
95016,1995,Brandeis University,MA,0
95017,1995,Brigham & Women's Hospital,MA,1
95034,1995,Children's Hospital Boston,MA,2
95052,1995,Dana-Farber Cancer Institute,MA,2
95070,1995,Harvard University,MA,3
95096,1995,Massachusetts General Hospital,MA,1
95097,1995,Massachusetts Inst. of Technology (MIT),MA,13
95114,1995,New England Deaconess Hospital,MA,1
95115,1995,New England Medical Center,MA,0
95175,1995,Tufts University,MA,1
95213,1995,Univ. of Massachusetts Medical Center,MA,1
95214,1995,Univ. of Massachusetts/Amherst,MA,0
95280,1995,Woods Hole Oceanographic Inst.,MA,0
95017,1996,Brigham & Women's Hospital,MA,5
95034,1996,Children's Hospital Boston,MA,1
95070,1996,Harvard University,MA,3
95096,1996,Massachusetts General Hospital,MA,0
95097,1996,Massachusetts Inst. of Technology (MIT),MA,6
95115,1996,New England Medical Center,MA,1
96022,1996,Schepens Eye Research Institute,MA,0
95175,1996,Tufts University,MA,1
95213,1996,Univ. of Massachusetts All Campuses,MA,2
95280,1996,Woods Hole Oceanographic Inst.,MA,0
95011,1997,Beth Israel Deaconess Medical Ctr.,MA,0
95016,1997,Brandeis University,MA,0
95017,1997,Brigham & Women's Hospital,MA,2
95034,1997,Children's Hospital Boston,MA,2
95052,1997,Dana-Farber Cancer Institute,MA,0
95070,1997,Harvard University,MA,1
95096,1997,Massachusetts General Hospital,MA,3
95097,1997,Massachusetts Inst. of Technology (MIT),MA,17
95115,1997,New England Medical Center,MA,1
96022,1997,Schepens Eye Research Institute,MA,0
95175,1997,Tufts University,MA,2
95213,1997,Univ. of Massachusetts All Campuses,MA,0
95280,1997,Woods Hole Oceanographic Inst.,MA,1
95011,1998,Beth Israel Deaconess Medical Ctr.,MA,2
95014,1998,Boston University,MA,3
95016,1998,Brandeis University,MA,1
95017,1998,Brigham & Women's Hospital,MA,1
95034,1998,Children's Hospital Boston,MA,2
95052,1998,Dana-Farber Cancer Institute,MA,0
95070,1998,Harvard University,MA,0
95096,1998,Massachusetts General Hospital,MA,3
95097,1998,Massachusetts Inst. of Technology (MIT),MA,19
96022,1998,Schepens Eye Research Institute,MA,1
96039,1998,St. Elizabeth's Medical Center of Boston,MA,1
95213,1998,Univ. of Massachusetts All Campuses,MA,2
95280,1998,Woods Hole Oceanographic Inst.,MA,0
95011,1999,Beth Israel Deaconess Medical Ctr.,MA,3
95014,1999,Boston University,MA,7
95016,1999,Brandeis University,MA,3
95017,1999,Brigham & Women's Hospital,MA,4
95034,1999,Children's Hospital Boston,MA,1
95052,1999,Dana-Farber Cancer Institute,MA,0
95070,1999,Harvard University,MA,2
95096,1999,Massachusetts General Hospital,MA,4
95097,1999,Massachusetts Inst. of Technology (MIT),MA,17
96022,1999,Schepens Eye Research Institute,MA,0
96039,1999,St. Elizabeth's Medical Center of Boston,MA,0
95175,1999,Tufts University,MA,0
95213,1999,Univ. of Massachusetts All Campuses,MA,2
95257,1999,Univ. of Vermont,MA,0
95280,1999,Woods Hole Oceanographic Inst.,MA,0
95011,2000,Beth Israel Deaconess Medical Ctr.,MA,3
95014,2000,Boston University,MA,5
95016,2000,Brandeis University,MA,0
95017,2000,Brigham & Women's Hospital,MA,1
95034,2000,Children's Hospital Boston,MA,4
95052,2000,Dana-Farber Cancer Institute,MA,1
95070,2000,Harvard University,MA,1
95096,2000,Massachusetts General Hospital,MA,4
95097,2000,Massachusetts Inst. of Technology (MIT),MA,31
95125,2000,Northeastern University,MA,0
96022,2000,Schepens Eye Research Institute,MA,0
96039,2000,St. Elizabeth's Medical Center of Boston,MA,0
95175,2000,Tufts University,MA,2
95257,2000,Univ. of Vermont,MA,0
95280,2000,Woods Hole Oceanographic Inst.,MA,0
95011,2001,Beth Israel Hospital,MA,2
95014,2001,Boston University,MA,8
95017,2001,Brigham & Women's Hospital Inc.,MA,1
95034,2001,Children's Hospital Boston,MA,5
95052,2001,Dana-Farber Cancer Institute,MA,0
95070,2001,Harvard University,MA,5
95096,2001,Massachusetts General Hospital,MA,
95097,2001,Massachusetts Inst. of Technology (MIT),MA,29
95125,2001,Northeastern University,MA,2
96022,2001,Schepens Eye Research Institute,MA,0
96039,2001,St. Elizabeth's Medical Center of Boston,MA,0
95175,2001,Tufts University,MA,2
95213,2001,Univ. of Massachusetts,MA,1
95257,2001,Univ. of Vermont,MA,0
95280,2001,Woods Hole Oceanographic Inst.,MA,1
95011,2002,Beth Israel Deaconess Medical Ctr.,MA,1
95014,2002,Boston Univ./Boston Medical Ctr.,MA,2
95016,2002,Brandeis Univ.,MA,1
95017,2002,Brigham & Women's Hospital Inc.,MA,0
95034,2002,Children's Hospital Boston,MA,5
20000252,2002,Ctr. for Blood Research,MA,1
95052,2002,Dana-Farber Cancer Inst.,MA,4
95070,2002,Harvard Univ.,MA,7
95097,2002,Massachusetts Inst. of Technology (MIT),MA,23
95115,2002,New England Medical Ctr.,MA,1
95125,2002,Northeastern Univ.,MA,1
96022,2002,Schepens Eye Research Inst.,MA,0
96039,2002,St. Elizabeth's Medical Ctr. of Boston,MA,0
95096,2002,The General Hospital dba Massachusetts General Hospital,MA,4
95175,2002,Tufts Univ.,MA,0
95213,2002,Univ. of Massachusetts,MA,1
95257,2002,Univ. of Vermont,MA,0
95280,2002,Woods Hole Oceanographic Inst.,MA,0
95011,2003,Beth Israel Deaconess Medical Ctr.,MA,3
95014,2003,Boston Univ./Boston Medical Ctr.,MA,2
95016,2003,Brandeis Univ.,MA,0
95017,2003,Brigham & Women's Hospital Inc.,MA,1
95034,2003,Children's Hospital Boston,MA,1
20000252,2003,Ctr. for Blood Research,MA,0
95052,2003,Dana-Farber Cancer Inst.,MA,0
95070,2003,Harvard Univ.,MA,4
95097,2003,Massachusetts Inst. of Technology (MIT),MA,15
95115,2003,New England Medical Ctr.,MA,0
95125,2003,Northeastern Univ.,MA,1
96039,2003,St. Elizabeth's Medical Ctr. of Boston,MA,0
95096,2003,The General Hospital dba Massachusetts General Hospital,MA,4
95175,2003,Tufts Univ.,MA,0
95213,2003,Univ. of Massachusetts,MA,1
95280,2003,Woods Hole Oceanographic Inst.,MA,0
96043,2003,Worcester Polytechnic Institute,MA,0
95011,2004,Beth Israel Deaconess Medical Ctr.,MA,1
95014,2004,Boston Univ./Boston Medical Ctr.,MA,4
95016,2004,Brandeis Univ.,MA,1
95017,2004,Brigham & Women's Hospital Inc.,MA,5
20000252,2004,CBR Institute for Biomedical Research,MA,0
95034,2004,Children's Hospital Boston,MA,1
95052,2004,Dana-Farber Cancer Inst.,MA,2
95070,2004,Harvard Univ.,MA,4
95097,2004,Massachusetts Inst. of Technology (MIT),MA,20
95115,2004,New England Medical Ctr.,MA,1
95125,2004,Northeastern Univ.,MA,1
96039,2004,St. Elizabeth's Medical Ctr. of Boston,MA,0
95096,2004,The General Hospital dba Massachusetts General Hospital,MA,3
95175,2004,Tufts Univ.,MA,3
95213,2004,Univ. of Massachusetts,MA,2
95280,2004,Woods Hole Oceanographic Inst.,MA,
95011,2005,Beth Israel Deaconess Medical Ctr.,MA,4
95014,2005,Boston Univ./Boston Medical Ctr.,MA,3
95016,2005,Brandeis Univ.,MA,1
95017,2005,Brigham & Women's Hospital Inc.,MA,3
20000252,2005,CBR Institute for Biomedical Research,MA,0
95034,2005,Children's Hospital Boston,MA,3
95052,2005,Dana-Farber Cancer Inst.,MA,1
95070,2005,Harvard Univ.,MA,7
95097,2005,Massachusetts Inst. of Technology (MIT),MA,20
95115,2005,New England Medical Ctr.,MA,0
95125,2005,Northeastern Univ.,MA,1
96022,2005,Schepens Eye Research Inst.,MA,0
96039,2005,St. Elizabeth's Medical Ctr. of Boston,MA,0
95096,2005,The General Hospital dba Massachusetts General Hospital,MA,5
95175,2005,Tufts Univ.,MA,1
95213,2005,Univ. of Massachusetts,MA,1
95257,2005,Univ. of Vermont,MA,2
95280,2005,Woods Hole Oceanographic Inst.,MA,0
95011,2006,Beth Israel Deaconess Medical Ctr.,MA,3
95014,2006,Boston Univ./Boston Medical Ctr.,MA,4
95017,2006,Brigham & Women's Hospital Inc.,MA,4
95034,2006,Children's Hospital Boston,MA,2
95052,2006,Dana-Farber Cancer Inst.,MA,2
95070,2006,Harvard Univ.,MA,3
95097,2006,Massachusetts Inst. of Technology (MIT),MA,23
95115,2006,New England Medical Ctr.,MA,3
95125,2006,Northeastern Univ.,MA,1
96039,2006,St. Elizabeth's Medical Ctr. of Boston,MA,0
95096,2006,The General Hospital dba Massachusetts General Hospital,MA,8
95175,2006,Tufts Univ.,MA,0
95213,2006,Univ. of Massachusetts,MA,2
95257,2006,Univ. of Vermont,MA,3
95280,2006,Woods Hole Oceanographic Inst.,MA,0
95011,2007,Beth Israel Deaconess Medical Ctr.,MA,5
95014,2007,Boston Univ./Boston Medical Ctr.,MA,4
95017,2007,Brigham & Women's Hospital Inc.,MA,3
95034,2007,Children's Hospital Boston,MA,2
95052,2007,Dana-Farber Cancer Inst.,MA,2
95070,2007,Harvard Univ.,MA,6
95097,2007,Massachusetts Inst. of Technology (MIT),MA,24
95125,2007,Northeastern Univ.,MA,2
96039,2007,St. Elizabeth's Medical Ctr. of Boston,MA,1
95096,2007,The General Hospital dba Massachusetts General Hospital,MA,5
95115,2007,Tufts Medical Center,MA,0
95175,2007,Tufts Univ.,MA,5
95213,2007,Univ. of Massachusetts,MA,1
95257,2007,Univ. of Vermont,MA,1
95280,2007,Woods Hole Oceanographic Inst.,MA,0
95011,2008,Beth Israel Deaconess Medical Ctr.,MA,3
95014,2008,Boston Univ./Boston Medical Ctr.,MA,12
95017,2008,Brigham & Women's Hospital Inc.,MA,2
95034,2008,Children's Hospital Boston,MA,1
95052,2008,Dana-Farber Cancer Inst.,MA,1
95070,2008,Harvard Univ.,MA,12
20000252,2008,Immune Disease Institute,MA,
95097,2008,Massachusetts Inst. of Technology (MIT),MA,20
95125,2008,Northeastern Univ.,MA,2
96039,2008,St. Elizabeth's Medical Ctr. of Boston,MA,1
95096,2008,The General Hospital dba Massachusetts General Hospital,MA,9
95115,2008,Tufts Medical Center,MA,0
95175,2008,Tufts Univ.,MA,2
95213,2008,Univ. of Massachusetts,MA,2
95257,2008,Univ. of Vermont,MA,5
95011,2009,Beth Israel Deaconess Medical Ctr.,MA,2
95014,2009,Boston Univ./Boston Medical Ctr.,MA,4
95017,2009,Brigham & Women's Hospital Inc.,MA,3
95034,2009,Children's Hospital Boston,MA,1
95052,2009,Dana-Farber Cancer Inst.,MA,6
95070,2009,Harvard Univ.,MA,8
95097,2009,Massachusetts Inst. of Technology (MIT),MA,18
96039,2009,St. Elizabeth's Medical Ctr. of Boston,MA,0
95096,2009,The General Hospital dba Massachusetts General Hospital,MA,5
95115,2009,Tufts Medical Center,MA,1
95175,2009,Tufts Univ.,MA,0
95213,2009,Univ. of Massachusetts,MA,1
20100278,2009,Whitehead Institute for Biomedical Research,MA,1
95011,2010,Beth Israel Deaconess Medical Ctr.,MA,5
20100272,2010,Boston College,MA,0
95014,2010,Boston Univ./Boston Medical Ctr.,MA,2
95017,2010,Brigham & Women's Hospital Inc.,MA,1
95034,2010,Children's Hospital Boston,MA,1
95052,2010,Dana-Farber Cancer Inst.,MA,1
95070,2010,Harvard Univ.,MA,8
95097,2010,Massachusetts Inst. of Technology (MIT),MA,17
95096,2010,The General Hospital dba Massachusetts General Hospital,MA,6
95115,2010,Tufts Medical Center,MA,2
95175,2010,Tufts Univ.,MA,1
95213,2010,Univ. of Massachusetts,MA,2
20100278,2010,Whitehead Institute for Biomedical Research,MA,1
95011,2011,Beth Israel Deaconess Medical Ctr.,MA,3
20100272,2011,Boston College,MA,2
95014,2011,Boston Univ./Boston Medical Ctr.,MA,2
95017,2011,Brigham & Women's Hospital Inc.,MA,8
95034,2011,Children's Hospital Boston,MA,2
95052,2011,Dana-Farber Cancer Inst.,MA,3
95070,2011,Harvard Univ.,MA,9
95097,2011,Massachusetts Inst. of Technology (MIT),MA,25
95096,2011,The General Hospital dba Massachusetts General Hospital,MA,14
95115,2011,Tufts Medical Center,MA,0
95175,2011,Tufts Univ.,MA,2
95213,2011,Univ. of Massachusetts,MA,1
20100278,2011,Whitehead Institute for Biomedical Research,MA,2
95011,2012,Beth Israel Deaconess Medical Ctr.,MA,6
95014,2012,Boston Univ./Boston Medical Ctr.,MA,4
95017,2012,Brigham & Women's Hospital Inc.,MA,7
95034,2012,Children's Hospital Boston,MA,0
95052,2012,Dana-Farber Cancer Inst.,MA,2
95070,2012,Harvard Univ.,MA,10
95097,2012,Massachusetts Inst. of Technology (MIT),MA,16
20120291,2012,The Forsyth Institute,MA,0
95096,2012,The General Hospital dba Massachusetts General Hospital,MA,3
95115,2012,Tufts Medical Center,MA,1
95175,2012,Tufts Univ.,MA,5
95213,2012,Univ. of Massachusetts,MA,3
20100278,2012,Whitehead Institute for Biomedical Research,MA,2
95011,2013,Beth Israel Deaconess Medical Ctr.,MA,5
95014,2013,Boston Univ./Boston Medical Ctr.,MA,4
95016,2013,Brandeis Univ.,MA,1
95017,2013,Brigham & Women's Hospital Inc.,MA,5
95034,2013,Children's Hospital Boston,MA,2
95052,2013,Dana-Farber Cancer Inst.,MA,2
95070,2013,Harvard Univ.,MA,9
95097,2013,Massachusetts Inst. of Technology (MIT),MA,14
95096,2013,The General Hospital dba Massachusetts General Hospital,MA,14
95115,2013,Tufts Medical Center,MA,0
95175,2013,Tufts Univ.,MA,4
95213,2013,Univ. of Massachusetts,MA,3
95209,2001,Univ. of Manitoba,MB,1
95209,2002,Univ. of Manitoba,MB,1
95209,2003,Univ. of Manitoba,MB,0
95209,2004,Univ. of Manitoba,MB,1
95209,2005,Univ. of Manitoba,MB,0
95209,2006,Univ. of Manitoba,MB,2
95209,2007,Univ. of Manitoba,MB,2
95209,2008,Univ. of Manitoba,MB,0
95209,2009,Univ. of Manitoba,MB,2
95209,2010,Univ. of Manitoba,MB,0
95209,2011,Univ. of Manitoba,MB,0
20080267,2012,Red River College,MB,0
95209,2012,Univ. of Manitoba,MB,
20080267,2013,Red River College,MB,0
95209,2013,Univ. of Manitoba,MB,0
95088,1991,Johns Hopkins University,MD,
95210,1991,Univ. of Maryland Baltimore,MD,
95212,1991,Univ. of Maryland College Park,MD,
95088,1992,Johns Hopkins University,MD,
95210,1992,Univ. of Maryland Baltimore,MD,
95212,1992,Univ. of Maryland College Park,MD,
95088,1993,Johns Hopkins University,MD,
95210,1993,Univ. of Maryland Baltimore,MD,
95212,1993,Univ. of Maryland College Park,MD,
95088,1994,Johns Hopkins University,MD,3
95210,1994,Univ. of Maryland Baltimore,MD,0
95212,1994,Univ. of Maryland College Park,MD,1
95088,1995,Johns Hopkins University,MD,2
95210,1995,Univ. of Maryland Baltimore,MD,2
95212,1995,Univ. of Maryland College Park,MD,1
95088,1996,Johns Hopkins University,MD,2
95210,1996,Univ. of Maryland at Baltimore,MD,0
95211,1996,Univ. of Maryland Baltimore County,MD,0
95212,1996,Univ. of Maryland College Park,MD,0
95088,1997,Johns Hopkins University,MD,3
95210,1997,Univ. of Maryland at Baltimore,MD,1
95211,1997,Univ. of Maryland Baltimore County,MD,0
95212,1997,Univ. of Maryland College Park,MD,0
95088,1998,Johns Hopkins University,MD,5
95210,1998,Univ. of Maryland Baltimore,MD,2
95211,1998,Univ. of Maryland Baltimore County,MD,
95212,1998,Univ. of Maryland College Park,MD,2
95088,1999,Johns Hopkins University,MD,7
95210,1999,Univ. of Maryland Baltimore,MD,2
95211,1999,Univ. of Maryland Baltimore County,MD,0
96028,1999,Univ. of Maryland Biotech Institute,MD,0
95212,1999,Univ. of Maryland College Park,MD,3
95088,2000,Johns Hopkins University,MD,10
95210,2000,Univ. of Maryland Baltimore,MD,1
95211,2000,Univ. of Maryland Baltimore County,MD,0
95212,2000,Univ. of Maryland College Park,MD,2
95088,2001,Johns Hopkins University,MD,6
95210,2001,Univ. of Maryland Baltimore,MD,1
95211,2001,Univ. of Maryland Baltimore County,MD,0
95212,2001,Univ. of Maryland College Park,MD,6
95088,2002,Johns Hopkins Univ.,MD,3
95210,2002,Univ. of Maryland Baltimore,MD,2
95211,2002,Univ. of Maryland Baltimore County,MD,0
95212,2002,Univ. of Maryland College Park,MD,3
95088,2003,Johns Hopkins Univ.,MD,5
95210,2003,Univ. of Maryland Baltimore,MD,0
95211,2003,Univ. of Maryland Baltimore County,MD,1
95212,2003,Univ. of Maryland College Park,MD,7
95088,2004,Johns Hopkins Univ.,MD,5
95210,2004,Univ. of Maryland Baltimore,MD,1
95211,2004,Univ. of Maryland Baltimore County,MD,1
95212,2004,Univ. of Maryland College Park,MD,5
95088,2005,Johns Hopkins Univ.,MD,5
95210,2005,Univ. of Maryland Baltimore,MD,3
95211,2005,Univ. of Maryland Baltimore County,MD,0
95212,2005,Univ. of Maryland College Park,MD,7
95088,2006,Johns Hopkins Univ.,MD,6
95210,2006,Univ. of Maryland Baltimore,MD,
95211,2006,Univ. of Maryland Baltimore County,MD,0
96028,2006,Univ. of Maryland Biotechnology Inst.,MD,0
95212,2006,Univ. of Maryland College Park,MD,2
95088,2007,Johns Hopkins Univ.,MD,4
20080265,2007,Johns Hopkins Univ. Applied Physics Laboratory,MD,1
95210,2007,Univ. of Maryland Baltimore,MD,0
95211,2007,Univ. of Maryland Baltimore County,MD,0
96028,2007,Univ. of Maryland Biotechnology Inst.,MD,0
95212,2007,Univ. of Maryland College Park,MD,7
95088,2008,Johns Hopkins Univ.,MD,12
20080265,2008,Johns Hopkins Univ. Applied Physics Laboratory,MD,1
95210,2008,Univ. of Maryland Baltimore,MD,2
95211,2008,Univ. of Maryland Baltimore County,MD,0
96028,2008,Univ. of Maryland Biotechnology Inst.,MD,0
95212,2008,Univ. of Maryland College Park,MD,3
95088,2009,Johns Hopkins Univ.,MD,10
20080265,2009,Johns Hopkins Univ. Applied Physics Laboratory,MD,2
20100271,2009,University System of Maryland,MD,7
95088,2010,Johns Hopkins Univ.,MD,11
20080265,2010,Johns Hopkins Univ. Applied Physics Laboratory,MD,2
20100271,2010,University System of Maryland,MD,8
95088,2011,Johns Hopkins Univ.,MD,11
20080265,2011,Johns Hopkins Univ. Applied Physics Laboratory,MD,1
20100271,2011,University System of Maryland,MD,6
95088,2012,Johns Hopkins Univ.,MD,8
20080265,2012,Johns Hopkins Univ. Applied Physics Laboratory,MD,1
20100271,2012,University System of Maryland,MD,7
95088,2013,Johns Hopkins Univ.,MD,8
20080265,2013,Johns Hopkins Univ. Applied Physics Laboratory,MD,4
95208,1991,Univ. of Maine,ME,
95208,1992,Univ. of Maine,ME,
95208,1993,Univ. of Maine,ME,
95208,1997,Univ. of Maine,ME,0
95208,1998,Univ. of Maine,ME,0
95208,1999,Univ. of Maine,ME,0
95208,2000,Univ. of Maine,ME,1
95208,2002,Univ of Maine,ME,2
95208,2003,Univ. of Maine,ME,4
20100270,2009,The Jackson Laboratory,ME,0
20100270,2010,The Jackson Laboratory,ME,0
20100270,2011,The Jackson Laboratory,ME,0
20100270,2012,The Jackson Laboratory,ME,
20100270,2013,The Jackson Laboratory,ME,1
95107,1991,Michigan State University,MI,
95218,1991,Univ. of Michigan,MI,
95107,1992,Michigan State University,MI,
95218,1992,Univ. of Michigan,MI,
95107,1993,Michigan State University,MI,
95218,1993,Univ. of Michigan,MI,
95276,1993,Wayne State University,MI,
95107,1994,Michigan State University,MI,0
95218,1994,Univ. of Michigan,MI,0
95276,1994,Wayne State University,MI,2
95107,1995,Michigan State University,MI,4
95108,1995,Michigan Technological University,MI,1
95218,1995,Univ. of Michigan,MI,1
95276,1995,Wayne State University,MI,1
95107,1996,Michigan State University,MI,3
95108,1996,Michigan Technological University,MI,1
95218,1996,Univ. of Michigan,MI,8
95276,1996,Wayne State University,MI,1
95107,1997,Michigan State University,MI,2
95108,1997,Michigan Technological University,MI,1
95218,1997,Univ. of Michigan,MI,6
95276,1997,Wayne State University,MI,1
95107,1998,Michigan State University,MI,1
95108,1998,Michigan Technological University,MI,0
95218,1998,Univ. of Michigan,MI,5
95276,1998,Wayne State University,MI,0
95107,1999,Michigan State University,MI,1
95108,1999,Michigan Technological University,MI,0
95218,1999,Univ. of Michigan,MI,2
95276,1999,Wayne State University,MI,1
95107,2000,Michigan State University,MI,1
95108,2000,Michigan Technological University,MI,0
95218,2000,Univ. of Michigan,MI,8
95276,2000,Wayne State University,MI,0
95107,2001,Michigan State University,MI,0
95108,2001,Michigan Technological University,MI,0
95218,2001,Univ. of Michigan,MI,12
95276,2001,Wayne State University,MI,3
95107,2002,Michigan State Univ.,MI,0
95108,2002,Michigan Technological Univ.,MI,0
95218,2002,Univ. of Michigan,MI,5
95276,2002,Wayne State Univ.,MI,0
95107,2003,Michigan State Univ.,MI,1
95108,2003,Michigan Technological Univ.,MI,0
95218,2003,Univ. of Michigan,MI,9
95276,2003,Wayne State Univ.,MI,1
95107,2004,Michigan State Univ.,MI,5
95108,2004,Michigan Technological Univ.,MI,2
95218,2004,Univ. of Michigan,MI,13
95276,2004,Wayne State Univ.,MI,3
95107,2005,Michigan State Univ.,MI,4
95108,2005,Michigan Technological Univ.,MI,1
95218,2005,Univ. of Michigan,MI,7
95276,2005,Wayne State Univ.,MI,1
95107,2006,Michigan State Univ.,MI,4
95108,2006,Michigan Technological Univ.,MI,2
95218,2006,Univ. of Michigan,MI,9
95276,2006,Wayne State Univ.,MI,2
20000024,2006,Western Michigan Univ,MI,0
95107,2007,Michigan State Univ.,MI,5
95108,2007,Michigan Technological Univ.,MI,3
95218,2007,Univ. of Michigan,MI,7
95276,2007,Wayne State Univ.,MI,3
20000024,2007,Western Michigan Univ,MI,1
95107,2008,Michigan State Univ.,MI,3
95108,2008,Michigan Technological Univ.,MI,2
95218,2008,Univ. of Michigan,MI,13
95276,2008,Wayne State Univ.,MI,1
20000024,2008,Western Michigan Univ,MI,0
95107,2009,Michigan State Univ.,MI,0
95108,2009,Michigan Technological Univ.,MI,0
95218,2009,Univ. of Michigan,MI,8
95107,2010,Michigan State Univ.,MI,0
95108,2010,Michigan Technological Univ.,MI,1
95218,2010,Univ. of Michigan,MI,10
95276,2010,Wayne State Univ.,MI,4
95107,2011,Michigan State Univ.,MI,1
95108,2011,Michigan Technological Univ.,MI,3
95218,2011,Univ. of Michigan,MI,11
95276,2011,Wayne State Univ.,MI,4
95107,2012,Michigan State Univ.,MI,3
95108,2012,Michigan Technological Univ.,MI,3
95218,2012,Univ. of Michigan,MI,11
95276,2012,Wayne State Univ.,MI,0
95107,2013,Michigan State Univ.,MI,1
95108,2013,Michigan Technological Univ.,MI,2
95218,2013,Univ. of Michigan,MI,9
95098,1991,Mayo Foundation,MN,
95219,1991,Univ. of Minnesota,MN,
95098,1992,Mayo Foundation,MN,
95219,1992,Univ. of Minnesota,MN,
95098,1993,Mayo Foundation,MN,
95141,1993,Ramsey Foundation,MN,
95219,1993,Univ. of Minnesota,MN,
95098,1994,Mayo Foundation,MN,
95141,1994,Ramsey Foundation,MN,0
95219,1994,Univ. of Minnesota,MN,4
95098,1995,Mayo Foundation,MN,0
95219,1995,Univ. of Minnesota,MN,6
95098,1996,Mayo Foundation,MN,0
95219,1996,Univ. of Minnesota,MN,2
95098,1997,Mayo Foundation,MN,1
95219,1997,Univ. of Minnesota,MN,6
95098,1998,Mayo Foundation,MN,2
95219,1998,Univ. of Minnesota,MN,8
95098,1999,Mayo Foundation,MN,0
95219,1999,Univ. of Minnesota,MN,5
95098,2000,Mayo Foundation,MN,2
95219,2000,Univ. of Minnesota,MN,11
95098,2001,Mayo Foundation for Medical Education and Research,MN,1
95219,2001,Univ. of Minnesota,MN,11
95098,2002,Mayo Fdn. for Medical Education and Research,MN,3
95219,2002,Univ. of Minnesota,MN,6
95098,2003,Mayo Fdn. for Medical Education and Research,MN,0
95219,2003,Univ. of Minnesota,MN,4
95098,2004,Mayo Fdn. for Medical Education and Research,MN,3
95219,2004,Univ. of Minnesota,MN,3
95098,2005,Mayo Fdn. for Medical Education and Research,MN,3
95219,2005,Univ. of Minnesota,MN,1
95098,2006,Mayo Fdn. for Medical Education and Research,MN,9
95219,2006,Univ. of Minnesota,MN,3
95098,2007,Mayo Fdn. for Medical Education and Research,MN,7
95219,2007,Univ. of Minnesota,MN,4
95098,2008,Mayo Fdn. for Medical Education and Research,MN,2
95219,2008,Univ. of Minnesota,MN,1
95098,2009,Mayo Fdn. for Medical Education and Research,MN,5
95219,2009,Univ. of Minnesota,MN,3
95098,2010,Mayo Fdn. for Medical Education and Research,MN,5
95219,2010,Univ. of Minnesota,MN,8
95098,2011,Mayo Fdn. for Medical Education and Research,MN,3
95219,2011,Univ. of Minnesota,MN,9
95098,2012,Mayo Fdn. for Medical Education and Research,MN,5
95219,2012,Univ. of Minnesota,MN,12
95098,2013,Mayo Fdn. for Medical Education and Research,MN,5
95219,2013,Univ. of Minnesota,MN,14
95221,1991,Univ. of Missouri System,MO,
95275,1991,Washington University,MO,
95221,1992,Univ. of Missouri System,MO,
95275,1992,Washington University,MO,
95221,1993,Univ. of Missouri System,MO,
95275,1993,Washington University,MO,
95221,1994,Univ. of Missouri System,MO,0
95275,1994,Washington University,MO,3
95221,1995,Univ. of Missouri System,MO,0
95275,1995,Washington University,MO,0
95221,1996,Univ. of Missouri System,MO,0
95275,1996,Washington University,MO,1
95221,1997,Univ. of Missouri System,MO,0
95275,1997,Washington University,MO,3
95221,1998,Univ. of Missouri System,MO,0
95275,1998,Washington University,MO,1
96025,1999,St. Louis University,MO,0
