[ID],Year,Institution,insttype,state,medschl,PROGYEAR,COUNTRY,Lic FTEs,Oth FTEs,Tot Res Exp,Fed Res Exp,Ind Res Exp,Lic Iss,Opt Iss,Tot Discl Lic,Excl Lic/Opt.,Non-Excl Lic/Opt,Excl Lic Lg Co,Non-Excl Lic Lg Co,Excl Lic Sm Co,Non-Excl Lic Sm Co,Excl Lic St-Ups,Non-Excl St-Ups,Lic w Equ,Act Lic,Tot Lic St-Ups,Tot Lic Sm Co,Tot Lic Lg Co,Res Fnd from Lic,Lic Gen Inc,Lic Gen Run Roy,Lic $1mm+,Tot Lic/Opt Exe,Gross Lic Inc,Lic Inc Run Roy,Lic Inc Equ,Lic Inc Other,Lic Inc Pd Oth,Leg Fees,Reimb Leg Fee,Inv Dis Rec,Inv Dis Cld,Cum Inv Dis Cld,Inact Inv Dis,Techn Lic,Tot Pat App Fld,New Pat App Fld,For. Pat App Fld,Pro Pat App Fld,Util Pat App Fld,Iss US Pat,St-Ups Formed,St-Ups No Fnd,St-Ups Inst Fnd,St-Ups SBIR Fnd,St-Ups F&F Fnd,St-Ups Angl Fnd,St-Ups Angl Netw Fnd,St-Ups State Fnd,St-Ups VC Fnd,St-Ups Corp Fnd,St-Ups Oth Fnd,St-Ups in Home St,St-Ups Cld,Cum Op St-Ups,St-Ups w Equ,New Prod
95249,2001,Univ. of Texas Houston Health Sci. Ctr.,5U,TX,Yes,1985,Central,2.2,0.2,"$126,312,283 ","$88,545,008 ","$25,131,955 ",,,,4,6,2,6,0,0,2,0,2,49,2,0,8,"$3,653,869 ",17,10,0,10,"$857,051 ","$565,551 ",$0 ,"$291,500 ",$88 ,"$306,027 ","$32,785 ",30,,,,,19,16,,,,10,2,,,,,,,,,,,1,0,4,2,1
95251,2001,Univ. of Texas Medical Branch,5U,TX,Yes,1988,Central,4,2,"$82,220,101 ","$64,681,708 ","$6,020,381 ",,,,5,12,2,2,2,10,1,0,0,54,1,12,4, ,24,13,0,17,"$684,859 ","$88,498 ",$0 ,"$596,361 ",$0 ,"$819,241 ","$385,969 ",76,,,,,66,33,,,,8,1,,,,,,,,,,,1,0,5,0,
95252,2001,Univ. of Texas Southwestern Med. Ctr.,5U,TX,Yes,1990,Central,8,7,"$222,378,235 ","$131,820,109 ","$13,313,129 ",,,,16,8,0,5,13,3,3,0,2,184,3,16,5,"$1,843,387 ",66,34,3,24,"$10,339,379 ","$6,047,064 ","$200,793 ","$4,091,522 ","$38,857 ","$1,109,496 ","$175,381 ",115,,,,,81,41,,,,21,3,,,,,,,,,,,3,0,8,1,1
95254,2001,Univ. of Toronto,3CN,ON,Yes,1980,Canada,6.75,3.5,"$312,034,059 ","$129,532,956 ","$41,653,273 ",,,,15,2,0,0,7,2,8,0,5,128,8,9,0,"$628,816 ",36,24,0,17,"$1,926,033 ","$500,185 ","$51,628 ","$1,374,214 ","$298,911 ","$291,181 ","$72,419 ",132,,,,,27,17,,,,13,6,,,,,,,,,,,5,,94,2,1
95256,2001,Univ. of Utah,5U,UT,Yes,1968,Western,4.25,7.25,"$242,338,324 ","$162,274,600 ","$26,604,519 ",,,,36,7,6,0,27,7,3,0,1,148,3,34,6,"$5,322,207 ",78,36,1,43,"$4,657,862 ","$2,857,399 ","$746,143 ","$1,054,320 ","$694,876 ","$1,461,857 ","$584,422 ",195,,,,,134,61,,,,45,3,,,,,,,,,,,2,3,63,0,5
95257,2001,Univ. of Vermont,5U,MA,Yes,1998,Eastern,1,0,"$68,240,578 ","$63,132,154 ","$5,108,424 ",,,,2,3,1,2,1,1,0,0,0,16,0,2,3,$0 ,5,0,0,5,"$375,574 ",$0 ,$0 ,"$375,574 ",$0 ,"$276,679 ","$31,401 ",14,,,,,12,11,,,,6,0,,,,,,,,,,,0,0,0,0,
95259,2001,Univ. of Virginia Patent Fdn.,5U,VA,Yes,1977,Eastern,6,10,"$224,724,132 ","$167,153,196 ","$50,038,158 ",,,,40,6,2,1,12,5,26,0,10,156,26,17,3, ,58,36,2,46,"$7,467,663 ","$5,071,005 ",$0 ,"$2,396,658 ",$268 ,"$453,103 ","$449,067 ",134,,,,,179,119,,,,22,7,,,,,,,,,,,7,0,30,5,
95260,2001,Univ. of Washington/Wash. Res. Fdn.,5U,WA,Yes,1983,Western,9,29,"$622,054,438 ","$425,187,221 ","$22,518,074 ",,,,15,86,3,48,6,36,6,2,6,556,8,42,51, ,414,115,4,101,"$26,446,297 ","$22,621,240 ","$18,867 ","$3,806,189 ","$1,419,105 ","$1,975,436 ","$627,383 ",145,,,,,110,81,,,,49,4,,,,,,,,,,,4,0,131,3,
95261,2001,Univ. of Waterloo,3CN,ON,No,1990,Canada,2,1,"$50,323,400 ","$35,853,000 ","$14,470,400 ",,,,21,0,13,0,7,0,1,0,1,167,1,7,13, ,22,,0,21,"$755,820 ","$687,344 ",$0 ,"$68,476 ", ,"$101,694 ","$15,103 ",5,,,,,2,1,,,,4,1,,,,,,,,,,,,0,,1,
95262,2001,Univ. of Western Ontario,3CN,ON,Yes,1995,Canada,2.2,2.1,"$74,548,400 ","$28,682,400 ","$3,165,400 ",,,,6,19,1,3,3,16,2,0,0,36,2,19,4,"$253,749 ",28,6,0,25,"$133,086 ","$7,563 ","$32,300 ","$93,223 ",$0 ,"$121,110 ","$26,072 ",23,,,,,10,10,,,,3,2,,,,,,,,,,,2,0,11,0,2
95264,2001,Univ. of Wyoming,5U,WY,No,2000,Western,1,1,"$47,600,000 ","$33,400,000 ","$3,635,000 ",,,,5,2,0,1,4,0,1,1,1,15,2,4,1,"$250,000 ",3,3,,7,"$77,500 ","$77,500 ",$0 ,$0 , ,"$46,700 ","$2,800 ",21,,,,,13,8,,,,3,2,,,,,,,,,,,1,,7,1,
95265,2001,Universite Laval,3CN,QC,Yes,1986,Canada,4,2,"$82,959,320 ", , ,,,,8,0,0,0,3,0,5,0,3,30,5,3,0, ,10,,0,8,"$108,879 ","$108,879 ",$0 ,$0 ,$0 ,"$270,133 ","$12,377 ",31,,,,,25,16,,,,5,5,,,,,,,,,,,4,0,16,3,
20000021,2001,University Health Network,3CN,ON,No,1999,Canada,3,3,"$66,167,196 ","$25,544,132 ","$7,646,702 ",,,,0,1,0,1,0,0,0,0,0,3,0,0,1, ,8,6,0,1,"$21,253 ","$5,426 ",$0 ,"$15,827 ",$0 ,"$90,440 ","$8,398 ",31,,,,,14,5,,,,0,0,,,,,,,,,,,0,0,1,0,
95266,2001,Utah State University,5U,UT,No,1987,Western,1.25,1,"$123,408,379 ","$75,218,460 ","$6,594,779 ",,,,6,17,0,0,6,17,0,0,0,47,0,23,0,"$450,492 ",27,24,0,23,"$305,248 ","$208,248 ",$0 ,"$97,000 ",$0 ,"$210,735 ","$149,009 ",37,,,,,8,2,,,,2,0,,,,,,,,,,,0,0,13,0,2
95267,2001,UTI Inc./Univ. of Calgary,3CN,AB,Yes,1985,Canada,7,5,"$86,892,479 ","$29,765,095 ","$13,484,153 ",,,,12,17,5,9,5,7,2,1,2,45,3,12,14,"$313,354 ",54,46,0,29,"$1,964,752 ","$1,049,776 ","$455,628 ","$459,347 ",$0 ,"$454,170 ","$81,339 ",137,,,,,30,20,,,,13,3,,,,,,,,,,,3,0,19,0,
95268,2001,Vanderbilt Univ.,5U,TN,Yes,1990,Central,3.5,2,"$194,900,000 ","$147,900,000 ","$12,600,000 ",,,,9,6,3,4,6,2,0,0,1,148,3,8,7,"$143,741 ",43,31,0,15,"$1,456,160 ","$1,236,824 ",$0 ,"$219,336 ",$931 ,"$765,216 ","$241,037 ",93,,,,,69,42,,,,25,0,,,,,,,,,,,0,0,11,0,5
95270,2001,Virginia Commonwealth Univ.,5U,VA,Yes,1994,Eastern,2,1,"$99,180,000 ","$57,315,000 ","$8,522,000 ",,,,23,0,2,0,13,0,8,0,7,72,8,13,2,"$6,500,000 ",21,21,0,23,"$864,537 ","$545,579 ","$129,686 ","$189,272 ",$0 ,"$284,606 ","$98,322 ",119,,,,,46,46,,,,8,7,,,,,,,,,,,6,3,17,7,5
95271,2001,Virginia Tech Intellectual Properties Inc.,5U,VA,No,1985,Eastern,3.6,1.9,"$216,300,000 ","$197,900,000 ","$18,400,000 ",,,,11,4,1,4,7,0,3,0,2,140,3,7,5,"$249,798 ",75,75,0,15,"$2,044,524 ","$2,044,524 ",$0 ,$0 ,$0 ,"$289,039 ","$61,857 ",109,,,,,108,90,,,,16,3,,,,,,,,,,,3,1,17,2,2
95273,2001,Wake Forest University,5U,NC,Yes,1985,Eastern,3,1.5,"$93,000,000 ","$75,043,000 ","$12,990,000 ",,,,6,6,3,3,0,3,3,0,2,24,3,3,6,"$430,000 ",12,5,1,12,"$9,388,000 ","$8,817,500 ",$0 ,"$570,500 ",$0 ,"$712,100 ","$669,230 ",37,,,,,36,14,,,,15,1,,,,,,,,,,,1,0,1,1,2
95274,2001,Washington State University Research Fdn.,5U,WA,No,1971,Western,3,2,"$92,057,452 ","$57,738,708 ","$6,072,389 ",,,,3,0,0,0,3,0,0,0,0,114,0,3,0,$0 ,29,12,,3,"$364,563 ",$0 ,$0 ,"$364,563 ", ,"$676,743 ","$431,461 ",45,,,,,40,31,,,,12,0,,,,,,,,,,,0,0,0,0,
95275,2001,Washington University in St. Louis,5U,MO,Yes,1985,Central,3.5,11.5,"$406,642,000 ","$284,928,000 ","$24,865,000 ",,,,5,40,1,30,3,10,1,0,1,824,1,13,31, ,117,,,45,"$7,687,253 ","$4,788,208 ",$0 ,"$2,899,045 ","$93,140 ","$1,758,822 ","$1,242,592 ",76,,,,,57,39,,,,74,1,,,,,,,,,,,1,,,,
95276,2001,Wayne State University,5U,MI,Yes,1988,Central,2,3,"$175,984,000 ","$79,448,000 ","$10,860,000 ",,,,5,6,1,1,3,3,1,2,3,67,3,6,2, ,29,14,0,11,"$1,338,000 ","$504,884 ",$0 ,"$833,116 ","$159,229 ","$277,000 ","$59,795 ",39,,,,,28,24,,,,15,3,,,,,,,,,,,2,0,9,1,2
95272,2001,Wisconsin Alumni Research Foundation,5U,WI,Yes,1925,Central,14,12.5,"$604,143,000 ","$304,009,000 ", ,,,,31,87,15,35,8,50,8,2,9,579,10,58,50, ,204,132,3,118,"$24,230,361 ","$23,198,981 ",$0 ,"$1,031,380 ","$169,720 ","$3,618,972 ","$545,253 ",333,,,,,188,142,,,,81,3,,,,,,,,,,,3,0,36,3,18
95279,2001,Wistar Institute,4HRI,PA,No,1991,Eastern,2,1,"$29,417,000 ","$19,060,000 ","$149,000 ",,,,4,6,3,3,1,3,0,0,0,81,0,4,6, ,50,,0,10,"$2,310,000 ","$1,566,000 ",$0 ,"$744,000 ",$0 ,"$275,000 ","$41,000 ",5,,,,,19,6,,,,11,0,,,,,,,,,,,0,0,0,0,
95280,2001,Woods Hole Oceanographic Inst.,4HRI,MA,No,1993,Eastern,0.5,0.2,"$86,083,501 ","$74,317,553 ","$11,720,948 ",,,,2,0,0,0,1,0,1,0,,9,1,1,0,$0 ,,5,,2,"$326,519 ","$284,519 ",$0 ,"$42,000 ", ,"$19,450 ", ,5,,,,,4,4,,,,,1,,,,,,,,,,,1,0,3,1,1
95281,2001,Wright State University,5U,OH,Yes,2001,Central,1,0,"$32,033,333 ","$15,416,773 ","$3,844,547 ",,,,4,3,0,3,4,0,0,0,0,9,0,4,3,$0 ,8,2,0,7,"$149,135 ","$17,508 ",$0 ,"$131,627 ",$0 ,"$41,565 ",$0 ,7,,,,,6,6,,,,0,0,,,,,,,,,,,0,0,0,0,
2000001,2002,Acadia Univ.,3CN,NS,No,1999,Canada,1,0,"$1,273,885 ","$636,943 ","$636,943 ",,,,,,0,0,0,0,0,0,0,0,0,0,0,$0 ,0,0,0,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,3,,,,,0,0,,,,0,0,,,,,,,,,,,0,0,0,0,0
95005,2002,Allegheny-Singer Research Inst.,4HRI,PA,No,1995,,0,0.2,"$8,718,770 ","$6,464,933 ","$1,491,842 ",,,,0,0,0,0,0,0,0,0,0,3,0,0,0,$0 ,0,0,0,0,$0 ,$0 ,$0 ,$0 ,$0 ,"$21,298 ",$0 ,3,,,,,3,3,,,,0,0,,,,,,,,,,,0,0,0,0,0
95006,2002,Arizona State Univ.,5U,AZ,No,1985,,2,5,"$77,120,773 ","$47,019,677 ","$8,068,993 ",,,,6,1,2,0,3,0,2,0,0,42,2,3,2,"$763,104 ",20,10,0,7,"$1,770,342 ","$79,245 ",$0 ,"$1,691,097 ",$0 ,"$1,273,287 ", ,97,,,,,108,47,,,,11,3,,,,,,,,,,,3,0,9,0,
95007,2002,Auburn Univ.,5U,AL,No,1988,,4,1,"$108,775,000 ","$4,243,200 ","$4,178,000 ",,,,18,3,10,3,5,0,3,0,4,32,3,5,13,"$4,534,917 ",12,2,0,21,"$188,060 ","$2,460 ",$0 ,"$185,600 ",$0 ,"$389,229 ","$293,079 ",43,,,,,62,57,,,,4,4,,,,,,,,,,,1,0,6,4,5
95010,2002,Baylor College of Medicine,5U,TX,Yes,1983,,11,4,"$382,147,291 ","$325,479,280 ","$12,991,713 ",,,,26,26,3,6,13,19,10,1,6,291,11,32,9,"$546,491 ",133,57,1,52,"$10,022,000 ","$4,038,357 ","$3,478,000 ","$2,505,643 ","$282,524 ","$958,682 ","$82,793 ",139,,,,,115,67,,,,12,6,,,,,,,,,,,3,1,24,6,4
95011,2002,Beth Israel Deaconess Medical Ctr.,4HRI,MA,No,1997,USA,3.5,3.5,"$148,105,000 ","$111,821,000 ","$5,793,000 ",,,,7,13,3,3,3,10,1,0,1,97,1,13,6,$0 ,52,18,0,20,"$4,475,219 ","$789,639 ","$465,480 ","$3,220,100 ","$2,100 ","$1,733,617 ","$1,216,397 ",81,,,,,78,48,,,,11,1,,,,,,,,,,,1,1,20,1,0
20000246,2002,Bloorview MacMillan Children's Centre,3CN,ON,No,,Canada,0.25,0.25,"$1,565,937 ","$27,873 ","$109,453 ",,,,1,1,0,0,0,1,1,0,1,1,1,1,0,$0 ,0,4,0,2,"$46,825 ","$46,825 ",$0 ,$0 ,$0 ,"$25,478 ",$0 ,4,,,,,3,2,,,,2,1,,,,,,,,,,,1,0,1,1,1
95014,2002,Boston Univ./Boston Medical Ctr.,5U,MA,Yes,1976,,3.58,0.69,"$246,885,705 ","$196,534,113 ","$11,357,965 ",,,,13,4,5,1,4,3,4,0,4,83,4,7,6,"$897,144 ",30,13,0,17,"$1,179,487 ","$745,941 ",$0 ,"$433,546 ","$80,693 ","$826,189 ","$582,591 ",93,,,,,100,55,,,,21,2,,,,,,,,,,,2,2,37,2,9
95015,2002,Bowling Green State Univ.,5U,OH,No,2001,,0.1,0,"$5,327,000 ","$2,829,000 ","$59,000 ",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,$0 ,0,0,0,0,$0 ,$0 ,$0 ,$0 ,$0 ,"$9,921 ",$0 ,1,,,,,0,0,,,,0,0,,,,,,,,,,,0,0,0,0,0
95016,2002,Brandeis Univ.,5U,MA,No,1998,,1,0,"$46,391,416 ","$34,350,335 ","$1,167,287 ",,,,4,0,0,0,3,0,1,0,1,24,1,3,0, ,17,11,0,4,"$307,395 ","$234,895 ",$0 ,"$72,500 ","$5,000 ","$202,788 ","$138,568 ",17,,,,,14,9,,,,3,1,,,,,,,,,,,1,0,6,1,0
95017,2002,Brigham & Women's Hospital Inc.,4HRI,MA,No,1986,,3.5,2.6,"$287,842,000 ","$191,465,000 ","$29,344,000 ",,,,3,9,0,8,3,1,0,0,1,116,0,4,8,"$962,495 ",63,24,1,12,"$8,870,663 ","$1,962,003 ","$124,240 ","$6,784,420 ","$151,551 ","$1,837,827 ","$328,135 ",76,,,,,124,43,,,,31,0,,,,,,,,,,,0,1,17,0,
95018,2002,Brigham Young Univ.,5U,UT,No,1986,,4,3,"$19,536,264 ","$13,945,376 ","$2,207,919 ",,,,24,8,2,3,17,3,5,2,2,90,7,20,5,"$254,851 ",68,68,0,32,"$2,708,207 ","$2,489,522 ",$0 ,"$218,685 ",$0 ,"$378,082 ","$94,694 ",106,,,,,51,30,,,,5,6,,,,,,,,,,,5,0,6,2,2
95019,2002,Brown Univ. Research Fdn.,5U,RI,Yes,1983,,2,1,"$111,887,170 ","$68,362,497 ","$2,316,284 ",,,,7,2,1,0,2,2,4,0,3,24,4,4,1,"$933,053 ",18,5,1,9,"$1,496,133 ","$1,341,758 ",$0 ,"$154,375 ","$2,500 ","$301,703 ","$3,554 ",53,,,,,55,43,,,,19,4,,,,,,,,,,,3,1,12,2,1
95021,2002,Burnham Inst.,4HRI,CA,No,1995,,4,1,"$40,702,000 ","$35,817,000 ","$688,000 ",,,,5,4,,,,,,,2,52,,,, ,36,27,,9,"$828,000 ","$524,000 ",$0 ,"$304,000 ", ,"$1,358,000 ","$593,000 ",49,,,,,43,22,,,,11,2,,,,,,,,,,,2,,2,2,
95022,2002,California Inst. of Technology,5U,CA,No,1978,,5.5,4.5,"$384,000,000 ","$374,000,000 ","$10,000,000 ",,,,40,10,5,4,7,6,26,2,25,239,28,13,9,$0 ,70,32,1,50,"$11,218,000 ","$8,757,000 ","$880,000 ","$1,581,000 ",$0 ,"$3,820,000 ","$876,000 ",403,,,,,453,224,,,,102,9,,,,,,,,,,,9,3,71,9,2
95023,2002,California Pacific Medical Ctr. Res. Inst.,4HRI,CA,No,,,0.1,0,"$12,000,000 ","$5,000,000 ","$2,000,000 ",,,,0,0,0,0,0,0,0,0,0,4,0,0,0,$0 ,0,0,0,0,$0 ,$0 ,$0 ,$0 ,$0 ,"$120,000 ","$15,457 ",8,,,,,8,5,,,,3,0,,,,,,,,,,,0,0,2,0,1
95026,2002,Carleton Univ.,3CN,ON,No,1979,Canada,0,1,"$46,496,815 ","$35,031,847 ","$11,464,968 ",,,,0,0,0,0,0,0,0,0,0,1,0,0,0,$0 ,1,1,0,0,"$38,217 ",$0 ,$0 ,"$38,217 ",$0 ,"$11,465 ",$0 ,16,,,,,1,1,,,,0,0,,,,,,,,,,,0,0,0,0,0
95027,2002,Carnegie Mellon Univ.,5U,PA,No,1992,,5,5,"$211,000,000 ", , ,,,,7,12,4,4,3,4,2,2,3,105,4,7,8, ,26,24,1,19,"$3,750,000 ","$2,920,000 ",$0 ,"$830,000 ",$0 ,"$987,227 ","$345,030 ",102,,,,,55,29,,,,33,4,,,,,,,,,,,3,1,38,3,2
95029,2002,Case Western Reserve Univ.,5U,OH,Yes,1986,,4,2,"$233,000,000 ","$209,500,000 ","$23,500,000 ",,,,7,3,2,2,3,2,1,0,0,94,1,5,4,"$600,000 ",20,16,1,10,"$3,032,919 ","$2,923,564 ",$0 ,"$109,355 ",$0 ,"$624,000 ","$22,000 ",88,,,,,83,79,,,,25,1,,,,,,,,,,,0,0,8,0,0
95034,2002,Children's Hospital Boston,4HRI,MA,No,1991,,9.5,4,"$106,000,000 ","$61,480,000 ","$23,320,000 ",,,,7,18,1,4,12,2,5,1,1,131,6,14,5,"$5,726,690 ",44,18,2,25,"$11,787,267 ","$3,919,543 ","$219,516 ","$7,648,208 ","$2,787,893 ","$1,623,428 ","$981,412 ",92,,,,,137,64,,,,21,5,,,,,,,,,,,5,2,22,1,5
96008,2002,Children's Hospital Cincinnati,4HRI,OH,No,1997,USA,2,1,"$111,658,238 ","$45,109,753 ","$13,304,693 ",,,,0,11,0,6,0,4,0,1,0,14,1,4,6,"$300,000 ",24,14,0,11,"$1,185,975 ","$78,551 ",$0 ,"$1,107,424 ",$0 ,"$508,000 ","$129,600 ",33,,,,,18,12,,,,5,0,,,,,,,,,,,0,0,1,0,1
95038,2002,City of Hope National Medical Ctr. & Beckman Research  Inst.,4HRI,CA,No,1986,U.S.A.,4,2,"$93,628,000 ","$46,397,243 ","$6,415,425 ",,,,2,5,0,2,1,3,1,0,1,25,1,4,2, ,25,26,2,7,"$39,384,067 ","$39,384,067 ",$0 ,$0 ,$0 , , ,27,,,,,31,23,,,,12,0,,,,,,,,,,,,1,1,,
95040,2002,Clemson Univ.,5U,SC,No,1987,USA,1.5,0.05,"$134,840,000 ","$48,322,000 ","$12,000,000 ",,,,4,1,2,0,2,1,0,0,0,27,0,3,2, ,8,4,2,5,"$4,047,856 ","$3,840,202 ",$0 ,"$207,654 ","$46,200 ","$467,924 ","$3,029 ",22,,,,,18,11,,,,3,0,,,,,,,,,,,0,0,5,0,1
95041,2002,Cleveland Clinic Fdn.,4HRI,OH,No,1989,United States of America,4,8,"$92,600,000 ","$60,174,000 ","$32,426,000 ",,,,8,4,2,2,3,1,2,2,2,52,4,4,4,"$1,450,104 ",23,11,2,12,"$3,348,503 ","$1,252,879 ","$1,189,124 ","$906,500 ",$0 ,"$674,465 ","$184,045 ",131,,,,,48,41,,,,10,3,,,,,,,,,,,1,0,5,3,1
95044,2002,Colorado State Univ.,5U,CO,No,1970,USA,3,0,"$183,013,110 ","$123,655,708 ","$8,761,639 ",,,,9,2,1,0,8,2,1,0,0,55,1,10,1,"$204,669 ",26,17,0,11,"$490,952 ", , , ,$378 ,"$438,711 ","$231,902 ",38,,,,,40,35,,,,10,0,,,,,,,,,,,0,0,8,0,1
95045,2002,Columbia Univ.,5U,NY,Yes,1982,,15.6,8,"$407,405,270 ","$357,580,014 ","$14,412,808 ",,,,20,35,11,20,4,12,8,0,8,851,8,16,31, ,137,84,11,55,"$168,097,058 ","$160,740,439 ","$1,538,712 ","$5,817,907 ","$12,443,616 ","$6,875,121 ","$946,634 ",207,,,,,191,130,,,,60,8,,,,,,,,,,,6,2,44,8,4
95048,2002,Cornell Research Fdn. Inc.,5U,NY,Yes,1979,,9,11,"$465,700,000 ","$283,277,000 ","$24,890,000 ",,,,46,36,9,7,32,29,5,0,3,421,5,61,16, ,195,111,0,82,"$2,918,000 ","$1,195,000 ",$0 ,"$1,723,000 ","$35,000 ","$4,322,000 ","$1,035,000 ",213,,,,,191,88,,,,57,4,,,,,,,,,,,3,4,23,3,
95049,2002,Creighton Univ.,5U,NE,Yes,1992,,2,0,"$36,222,141 ","$18,670,044 ","$8,113,305 ",,,,2,0,0,0,0,0,2,0,1,9,2,0,0,"$46,349 ",3,2,0,2,"$109,170 ","$9,170 ",$0 ,"$100,000 ",$0 ,"$233,115 ","$53,493 ",24,,,,,11,8,,,,0,2,,,,,,,,,,,0,0,5,1,
20000252,2002,Ctr. for Blood Research,4HRI,MA,No,1997,US,2,0,"$31,125,000 ","$24,077,000 ","$219,595 ",,,,2,7,0,4,2,3,0,0,0,24,0,5,4,"$174,948 ",20,13,0,9,"$261,117 ","$109,450 ",$0 ,"$151,667 ","$8,333 ","$242,629 ","$32,000 ",4,,,,,18,4,,,,1,1,,,,,,,,,,,1,0,1,0,3
95052,2002,Dana-Farber Cancer Inst.,4HRI,MA,No,1990,,4.75,1.9,"$138,210,195 ","$95,437,122 ","$8,306,812 ",,,,5,25,0,10,1,15,4,0,3,254,4,16,10,$0 ,195,176,0,30,"$3,590,619 ","$3,490,619 ","$50,000 ","$50,000 ","$27,548 ","$1,634,306 ","$629,544 ",62,,,,,119,31,,,,2,4,,,,,,,,,,,4,0,7,3,14
95053,2002,Dartmouth College,5U,NH,Yes,1985,USA,1.5,1.5,"$127,332,193 ","$93,726,114 ","$6,777,310 ",,,,2,3,1,0,1,3,0,0,0,79,0,4,1,"$580,362 ",63,33,0,5,"$804,499 ","$114,992 ",$0 ,"$689,507 ","$9,770 ","$418,090 ","$192,447 ",31,,,,,32,23,,,,5,1,,,,,,,,,,,1,0,7,0,2
95055,2002,Duke Univ.,5U,NC,Yes,1986,,3.33,19.3,"$404,488,000 ","$261,366,000 ","$99,807,000 ",,,,24,27,13,14,9,13,2,0,4,384,2,22,27,"$1,435,000 ",129,58,0,51,"$4,977,316 ","$921,593 ","$53,838 ","$4,001,885 ","$435,095 ","$2,209,571 ","$1,085,983 ",133,,,,,137,67,,,,45,3,,,,,,,,,,,3,2,12,2,9
95056,2002,East Carolina Univ.,5U,NC,Yes,1995,,1,1,"$11,520,000 ","$6,030,000 ","$3,060,000 ",,,,2,3,0,0,2,2,1,0,1,12,1,4,0,"$251,733 ",5,2,0,5,"$149,031 ","$1,210 ",$0 ,"$147,821 ",$0 ,"$93,199 ","$14,873 ",11,,,,,8,8,,,,1,1,,,,,,,,,,,1,0,2,1,1
96010,2002,Eastern Virginia Medical School,5U,VA,Yes,1999,,1,1,"$32,468,352 ","$15,922,879 ","$3,771,424 ",,,,3,0,3,0,0,0,0,0,0,11,0,0,3,"$8,282,961 ",4,0,0,3,"$479,570 ",$0 ,$0 ,"$479,570 ",$0 ,"$385,830 ","$178,543 ",15,,,,,22,14,,,,3,0,,,,,,,,,,,0,0,0,0,
99023,2002,Ecole De Technologie Superieure,3CN,QC,No,1996,Canada,0.5,2.5,"$4,188,404 ","$1,470,032 ","$1,948,646 ",,,,1,0,0,0,0,0,1,0,1,4,1,0,0,$0 ,3,3,0,1,"$10,669 ","$10,669 ",$0 ,$0 ,$0 ,"$16,103 ",$0 ,2,,,,,7,7,,,,0,1,,,,,,,,,,,1,0,3,1,0
95059,2002,Emory Univ.,5U,GA,Yes,1985,,4,3,"$250,719,041 ","$188,194,292 ","$9,282,000 ",,,,12,16,3,8,4,8,5,0,6,106,5,12,11,"$1,227,250 ",42,20,3,28,"$30,868,379 ","$14,564,338 ","$73,338 ","$16,230,703 ","$1,310,462 ","$2,051,502 ","$889,587 ",93,,,,,88,52,,,,25,4,,,,,,,,,,,2,0,17,4,3
95060,2002,Florida Atlantic Univ.,5U,FL,No,1996,U.S.,1,1,"$50,052,596 ", , ,,,,2,0,0,0,1,0,1,0,1,5,1,1,0,$0 ,4,2,0,2,"$87,950 ","$1,700 ",$0 ,"$86,250 ",$0 ,"$153,169 ",$228 ,29,,,,,20,13,,,,3,1,,,,,,,,,,,1,0,1,1,1
2000008,2002,Florida International Univ.,5U,FL,No,,,0,0,"$47,700,000 ","$32,100,000 ","$3,100,000 ",,,,0,0,0,0,0,0,0,0,0,1,0,0,0,"$36,263 ",1,1,0,0,"$11,617 ","$11,617 ",$0 ,$0 ,$0 ,"$53,251 ",$0 ,6,,,,,2,2,,,,1,0,,,,,,,,,,,0,0,0,0,
95062,2002,Florida State Univ.,5U,FL,Yes,1996,US,2,3,"$154,705,048 ","$80,626,512 ","$3,084,963 ",,,,6,3,5,0,0,2,1,1,1,39,2,2,5,"$239,000 ",16,11,1,9,"$52,077,120 ","$51,107,447 ",$0 ,"$969,673 ",$0 ,"$429,951 ","$134,543 ",17,,,,,34,10,,,,15,2,,,,,,,,,,,1,1,9,1,3
95063,2002,Fox Chase Cancer Ctr.,4HRI,PA,No,1984,,1.5,0.5,"$69,228,567 ","$49,375,791 ","$1,262,862 ",,,,1,6,0,5,1,1,0,0,0,24,0,2,5,$0 ,24,17,0,7,"$458,866 ","$435,366 ",$0 ,"$23,500 ","$1,226 ","$162,060 ","$4,230 ",18,,,,,12,6,,,,2,0,,,,,,,,,,,0,0,2,0,
95064,2002,Fred Hutchinson Cancer Res. Ctr.,4HRI,WA,No,1988,,3,2,"$198,621,000 ","$176,963,000 ","$3,958,000 ",,,,3,10,0,7,3,3,0,0,2,103,0,6,7,$0 ,76,41,0,13,"$1,625,970 ","$1,037,347 ",$0 ,"$588,623 ","$133,146 ","$420,673 ","$130,231 ",12,,,,,13,6,,,,4,0,,,,,,,,,,,0,0,8,0,
95065,2002,George Mason Univ.,5U,VA,No,1996,,0.8,0.8,"$52,651,219 ","$37,668,715 ","$712,734 ",,,,1,2,0,1,1,1,0,0,0,6,0,2,1,"$425,561 ",5,3,0,3,"$13,423 ","$3,423 ",$0 ,"$10,000 ",$0 ,"$2,155 ",$0 ,25,,,,,10,8,,,,1,0,,,,,,,,,,,,,,,1
