g. 250 to 499,"1,044","1,384","457,437","463,650",61,4.4,65,4.7,"57,055","21,020","36,035",4.5,12.3,"69,481","22,957","46,524",5.0,15.0,"-12,426",-2.7,24.6,18,18,"6,444"
h. 500 to 999,478,576,"374,393","381,900",18,3.1,18,3.1,"35,169","11,770","23,399",3.1,9.2,"50,182","12,334","37,848",3.2,13.1,"-15,013",-3.9,18.4,2,2,D
i. 1000+,246,311,"678,191","687,787",7,2.3,4,1.3,"41,496","10,795","30,701",1.6,6.0,"60,688","10,822","49,866",1.6,8.8,"-19,192",-2.8,12.0,2,2,D
m. ALL,"229,859","266,424","5,023,590","4,978,965","30,789",11.6,"27,526",10.4,"807,899","282,921","524,978",5.7,16.2,"718,644","261,804","456,840",5.3,14.4,"89,255",1.8,28.8,"16,588","16,588","112,835"
,,1998,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"120,116","130,107","320,261","296,251","19,626",15.2,"17,325",13.4,"99,806","35,685","64,121",12.0,33.7,"51,785","31,210","20,575",10.5,17.5,"48,021",16.2,35.0,"11,903","11,903","21,432"
b. 5 to 9,"48,245","57,551","399,598","389,093","4,208",7.3,"3,880",6.8,"84,318","27,417","56,901",7.0,21.7,"63,308","25,212","38,096",6.5,16.3,"21,010",5.4,32.6,"2,480","2,480","15,995"
c. 10 to 19,"30,285","37,893","528,614","518,162","2,357",6.2,"2,234",5.9,"100,741","31,577","69,164",6.1,19.4,"79,836","29,953","49,883",5.8,15.4,"20,905",4.0,30.8,"1,230","1,230","16,321"
d. 20 to 49,"19,941","25,991","804,559","791,868","1,615",6.3,"1,271",4.9,"134,889","48,797","86,092",6.2,17.0,"109,507","37,892","71,615",4.8,13.8,"25,382",3.2,27.6,622,622,"18,341"
e. 50 to 99,"7,059","9,464","655,526","650,191",514,5.5,399,4.2,"96,800","35,131","61,669",5.4,14.9,"86,130","27,395","58,735",4.2,13.2,"10,670",1.7,26.4,142,142,"9,732"
f. 100 to 249,"3,759","5,784","875,018","867,140",291,5.1,231,4.0,"124,499","45,894","78,605",5.3,14.4,"108,743","34,743","74,000",4.0,12.5,"15,756",1.9,25.0,77,77,"11,557"
g. 250 to 499,"1,066","1,428","474,383","475,477",69,4.9,56,3.9,"58,414","21,663","36,751",4.6,12.3,"60,602","18,967","41,635",4.0,12.7,"-2,188",-0.4,24.6,21,21,"7,310"
h. 500 to 999,488,585,"406,810","405,888",15,2.6,20,3.4,"47,107","9,531","37,576",2.3,11.6,"45,262","13,507","31,755",3.3,11.2,"1,845",0.4,22.4,5,5,"3,361"
i. 1000+,251,312,"691,349","694,354",7,2.3,5,1.6,"52,591","9,872","42,719",1.4,7.6,"58,600","8,621","49,979",1.2,8.4,"-6,009",-0.8,15.2,4,4,"6,606"
m. ALL,"231,210","269,115","5,156,118","5,088,424","28,702",10.7,"25,421",9.5,"799,165","265,567","533,598",5.2,15.7,"663,773","227,500","436,273",4.5,13.0,"135,392",2.7,26.0,"16,484","16,484","110,655"
,,1999,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"120,563","130,948","323,589","298,564","18,801",14.4,"17,244",13.2,"101,418","34,507","66,911",11.6,34.0,"51,368","30,902","20,466",10.4,17.2,"50,050",16.8,34.4,"11,554","11,554",D
b. 5 to 9,"47,815","57,364","398,694","388,369","4,320",7.5,"4,063",7.1,"85,136","28,148","56,988",7.2,21.9,"64,486","26,334","38,152",6.8,16.6,"20,650",5.3,33.2,"2,497","2,497","16,041"
c. 10 to 19,"30,518","38,133","527,042","519,831","2,376",6.2,"2,283",6.0,"94,218","31,935","62,283",6.1,18.1,"79,796","30,236","49,560",5.8,15.4,"14,422",2.7,30.8,"1,275","1,275","16,864"
d. 20 to 49,"20,111","26,611","823,659","814,951","1,512",5.7,"1,469",5.5,"133,603","45,321","88,282",5.6,16.4,"116,187","44,241","71,946",5.4,14.3,"17,416",2.1,28.6,624,624,"18,525"
e. 50 to 99,"7,205","9,685","676,899","670,892",518,5.4,459,4.8,"101,566","35,886","65,680",5.3,15.1,"89,552","31,472","58,080",4.7,13.3,"12,014",1.8,26.6,155,155,"10,476"
f. 100 to 249,"3,864","5,913","889,209","885,354",318,5.4,250,4.3,"117,901","47,696","70,205",5.4,13.3,"110,190","36,616","73,574",4.1,12.4,"7,711",0.9,24.8,74,74,"10,999"
g. 250 to 499,"1,103","1,502","503,434","502,877",78,5.2,60,4.0,"64,460","26,228","38,232",5.2,12.8,"63,345","19,800","43,545",3.9,12.6,"1,115",0.2,25.2,13,13,"4,147"
h. 500 to 999,496,604,"402,921","408,167",19,3.1,19,3.1,"38,960","13,088","25,872",3.2,9.5,"49,452","12,754","36,698",3.1,12.1,"-10,492",-2.6,19.0,1,1,D
i. 1000+,261,322,"721,850","721,661",5,1.6,4,1.2,"51,201","11,756","39,445",1.6,7.1,"50,822","6,120","44,702",0.8,7.0,379,0.1,14.0,,,
m. ALL,"231,936","271,082","5,267,297","5,210,666","27,947",10.3,"25,851",9.6,"788,463","274,565","513,898",5.3,15.1,"675,198","238,475","436,723",4.6,13.0,"113,265",2.1,26.0,"16,193","16,193","98,564"
,,2000,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"120,192","130,859","322,892","298,776","18,622",14.3,"18,197",13.9,"100,677","34,379","66,298",11.5,33.7,"52,444","32,155","20,289",10.8,17.6,"48,233",16.1,35.2,"11,580","11,580","20,672"
b. 5 to 9,"47,580","57,449","401,525","389,940","4,462",7.8,"4,119",7.2,"86,471","29,160","57,311",7.5,22.2,"63,301","26,781","36,520",6.9,16.2,"23,170",6.0,32.4,"2,409","2,409","15,465"
c. 10 to 19,"30,614","38,519","537,198","526,696","2,523",6.6,"2,242",5.8,"100,037","33,862","66,175",6.4,19.0,"79,033","30,029","49,004",5.7,15.0,"21,004",4.0,30.0,"1,217","1,217","16,313"
d. 20 to 49,"20,515","27,092","840,272","829,087","1,658",6.1,"1,486",5.5,"141,630","50,099","91,531",6.0,17.1,"119,260","45,197","74,063",5.5,14.4,"22,370",2.7,28.8,638,638,"18,830"
e. 50 to 99,"7,251","9,813","683,631","678,261",565,5.8,517,5.3,"106,943","38,754","68,189",5.7,15.8,"96,203","35,655","60,548",5.3,14.2,"10,740",1.6,28.4,174,174,"11,732"
f. 100 to 249,"4,002","6,125","933,528","927,006",329,5.4,316,5.2,"140,009","49,082","90,927",5.3,15.1,"126,965","47,982","78,983",5.2,13.7,"13,044",1.4,27.4,61,61,"9,038"
g. 250 to 499,"1,123","1,535","514,740","515,963",65,4.2,59,3.8,"65,423","22,897","42,526",4.4,12.7,"67,869","19,892","47,977",3.9,13.2,"-2,446",-0.5,25.4,9,9,"3,115"
h. 500 to 999,511,619,"431,034","426,444",23,3.7,16,2.6,"53,916","15,912","38,004",3.7,12.6,"44,736","10,660","34,076",2.5,10.5,"9,180",2.1,21.0,6,6,"3,981"
i. 1000+,259,325,"741,791","744,188",10,3.1,11,3.4,"80,876","25,750","55,126",3.5,10.9,"85,670","28,076","57,594",3.8,11.5,"-4,794",-0.6,21.8,5,5,"10,912"
m. ALL,"232,047","272,336","5,406,611","5,336,361","28,257",10.4,"26,963",9.9,"875,982","299,895","576,087",5.6,16.4,"735,481","276,427","459,054",5.2,13.8,"140,501",2.6,27.6,"16,099","16,099","110,058"
,,2001,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"121,685","133,012","318,572","299,001","18,484",13.9,"19,077",14.4,"93,584","33,641","59,943",11.3,31.3,"54,441","33,416","21,025",11.2,18.2,"39,143",13.1,36.4,"11,609","11,610","20,398"
b. 5 to 9,"48,139","58,009","397,502","390,233","4,331",7.5,"4,184",7.2,"81,095","28,508","52,587",7.3,20.8,"66,557","27,151","39,406",7.0,17.1,"14,538",3.7,34.2,"2,348","2,357","15,205"
c. 10 to 19,"31,073","39,362","536,791","532,644","2,576",6.6,"2,360",6.0,"93,727","34,658","59,069",6.5,17.6,"85,433","31,894","53,539",6.0,16.0,"8,294",1.6,32.0,"1,217","1,224","16,500"
d. 20 to 49,"20,836","27,663","843,902","841,122","1,557",5.6,"1,492",5.4,"130,405","46,880","83,525",5.6,15.5,"124,845","44,891","79,954",5.3,14.8,"5,560",0.7,29.6,699,700,"20,931"
e. 50 to 99,"7,505","10,157","690,886","692,670",534,5.3,479,4.7,"97,992","36,395","61,597",5.3,14.1,"101,560","33,024","68,536",4.8,14.7,"-3,568",-0.6,28.2,177,177,"12,092"
f. 100 to 249,"4,155","6,227","900,565","917,736",301,4.9,262,4.2,"119,956","46,081","73,875",5.0,13.1,"154,298","39,054","115,244",4.3,16.8,"-34,342",-3.7,26.2,58,58,"8,420"
g. 250 to 499,"1,133","1,609","518,506","530,617",77,4.8,62,3.9,"62,446","25,709","36,737",4.8,11.8,"86,668","21,447","65,221",4.0,16.3,"-24,222",-4.5,23.6,19,19,"6,261"
h. 500 to 999,515,634,"414,242","423,773",21,3.3,18,2.9,"37,718","14,774","22,944",3.5,8.9,"56,781","11,853","44,928",2.8,13.4,"-19,063",-4.5,17.8,5,5,"3,397"
i. 1000+,271,350,"771,714","788,263",13,3.7,12,3.5,"54,034","21,222","32,812",2.7,6.9,"87,132","23,386","63,746",3.0,11.1,"-33,098",-4.2,13.8,,,
m. ALL,"235,312","277,023","5,392,680","5,416,059","27,894",10.1,"27,946",10.1,"770,957","287,868","483,089",5.3,14.2,"817,715","266,116","551,599",4.9,15.1,"-46,758",-0.9,28.4,"16,132","16,150","103,204"
,,2002,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"121,876","132,749","334,679","307,370","20,819",15.6,"21,921",16.4,"113,936","38,204","75,732",12.4,37.1,"59,317","38,424","20,893",12.5,19.3,"54,619",17.8,38.6,"11,174","11,192","19,748"
b. 5 to 9,"47,260","57,455","396,792","388,296","4,904",8.6,"4,674",8.2,"90,013","32,175","57,838",8.3,23.2,"73,020","30,620","42,400",7.9,18.8,"16,993",4.4,37.6,"2,301","2,309","15,019"
c. 10 to 19,"30,850","39,360","531,283","529,867","3,044",7.8,"2,816",7.2,"102,083","40,731","61,352",7.7,19.3,"99,250","38,025","61,225",7.2,18.7,"2,833",0.6,37.4,"1,266","1,273","17,033"
d. 20 to 49,"20,843","28,116","834,853","841,498","2,039",7.3,"1,748",6.2,"144,280","61,785","82,495",7.3,17.1,"157,569","53,250","104,319",6.3,18.7,"-13,289",-1.6,34.2,677,693,"20,467"
e. 50 to 99,"7,442","10,200","671,728","684,263",657,6.5,582,5.7,"103,464","44,800","58,664",6.5,15.1,"128,533","39,737","88,796",5.8,18.8,"-25,069",-3.7,30.2,186,188,"12,789"
f. 100 to 249,"4,072","5,984","837,949","868,477",371,6.2,387,6.5,"113,883","56,650","57,233",6.5,13.1,"174,939","60,655","114,284",7.0,20.1,"-61,056",-7.0,26.2,94,95,"14,404"
g. 250 to 499,"1,144","1,572","490,976","510,889",96,6.1,79,5.1,"64,493","33,518","30,975",6.6,12.6,"104,319","26,974","77,345",5.3,20.4,"-39,826",-7.8,25.2,16,16,"5,384"
h. 500 to 999,500,610,"379,165","395,706",27,4.4,21,3.5,"39,168","17,955","21,213",4.5,9.9,"72,251","15,107","57,144",3.8,18.3,"-33,083",-8.4,19.8,3,3,"2,708"
i. 1000+,281,355,"720,871","762,111",6,1.7,9,2.5,"39,600","9,185","30,415",1.2,5.2,"122,082","38,456","83,626",5.0,16.0,"-82,482",-10.8,10.4,,,
m. ALL,"234,268","276,401","5,198,296","5,288,477","31,963",11.6,"32,237",11.7,"810,920","335,003","475,917",6.3,15.3,"991,280","341,248","650,032",6.5,18.7,"-180,360",-3.4,30.6,"15,717","15,769","107,552"
,,2003,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"123,320","134,958","333,402","305,412","21,847",16.3,"17,697",13.2,"108,747","39,152","69,595",12.8,35.6,"52,767","30,832","21,935",10.1,17.3,"55,980",18.3,34.6,"11,519","11,536","20,667"
b. 5 to 9,"47,186","57,681","403,610","389,849","4,234",7.4,"3,277",5.7,"86,284","27,630","58,654",7.1,22.1,"58,761","21,478","37,283",5.5,15.1,"27,523",7.0,30.2,"2,176","2,233","14,614"
c. 10 to 19,"31,148","39,633","546,903","537,727","2,293",5.8,"1,930",4.9,"97,771","30,744","67,027",5.7,18.2,"79,418","25,866","53,552",4.8,14.8,"18,353",3.4,29.6,"1,211","1,215","16,334"
d. 20 to 49,"20,656","27,895","859,639","849,574","1,356",4.9,"1,083",3.9,"133,438","40,715","92,723",4.8,15.7,"113,307","32,438","80,869",3.8,13.3,"20,131",2.4,26.6,598,601,"18,029"
e. 50 to 99,"7,119","9,748","674,076","671,567",445,4.6,404,4.1,"95,329","31,325","64,004",4.7,14.2,"90,310","28,397","61,913",4.2,13.4,"5,019",0.8,26.8,191,194,"13,361"
f. 100 to 249,"3,844","5,666","831,353","837,545",268,4.7,231,4.1,"103,162","41,022","62,140",4.9,12.3,"115,546","36,443","79,103",4.4,13.8,"-12,384",-1.5,24.6,84,84,"12,645"
g. 250 to 499,"1,078","1,454","476,376","485,859",68,4.7,57,3.9,"55,132","22,577","32,555",4.6,11.3,"74,097","19,566","54,531",4.0,15.3,"-18,965",-4.0,22.6,19,19,"6,803"
h. 500 to 999,455,563,"364,762","375,241",15,2.7,15,2.7,"29,343","10,119","19,224",2.7,7.8,"50,301","10,592","39,709",2.8,13.4,"-20,958",-5.6,15.6,2,2,D
i. 1000+,265,337,"710,669","715,383",11,3.3,7,2.1,"57,456","18,682","38,774",2.6,8.0,"66,886","13,584","53,302",1.9,9.3,"-9,430",-1.3,16.0,2,2,D
m. ALL,"235,071","277,935","5,200,790","5,168,157","30,537",11.1,"24,701",9.0,"766,662","261,966","504,696",5.1,14.8,"701,393","219,196","482,197",4.2,13.6,"65,269",1.2,27.2,"15,802","15,886","111,167"
,,2004,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"124,589","136,405","344,479","312,217","21,548",15.9,"18,233",13.5,"115,956","38,939","77,017",12.5,37.1,"51,431","31,531","19,900",10.1,16.5,"64,525",20.6,33.0,"11,317","11,376","20,262"
b. 5 to 9,"47,562","57,798","401,692","390,258","4,169",7.3,"3,418",5.9,"82,121","27,089","55,032",6.9,21.0,"59,253","22,318","36,935",5.7,15.2,"22,868",5.8,30.4,"2,247","2,249","14,610"
c. 10 to 19,"31,407","39,862","548,671","541,115","2,153",5.4,"1,843",4.6,"91,332","28,833","62,499",5.3,16.9,"76,220","24,588","51,632",4.5,14.1,"15,112",2.8,28.2,"1,137","1,147","15,258"
d. 20 to 49,"20,698","27,784","857,509","847,774","1,306",4.7,"1,162",4.2,"131,371","39,593","91,778",4.7,15.5,"111,900","35,141","76,759",4.1,13.2,"19,471",2.3,26.4,657,659,"19,717"
e. 50 to 99,"7,290","10,040","684,839","687,643",439,4.4,402,4.0,"89,059","30,702","58,357",4.5,13.0,"94,667","28,187","66,480",4.1,13.8,"-5,608",-0.8,26.0,153,159,"10,980"
f. 100 to 249,"3,898","5,701","843,108","842,842",263,4.6,195,3.4,"102,356","38,877","63,479",4.6,12.1,"101,823","29,423","72,400",3.5,12.1,533,0.0,24.2,76,76,D
g. 250 to 499,"1,088","1,430","479,660","483,847",58,4.1,60,4.2,"56,203","19,338","36,865",4.0,11.6,"64,576","20,238","44,338",4.2,13.3,"-8,373",-1.7,23.2,22,22,"7,301"
h. 500 to 999,457,568,"372,627","382,080",10,1.7,17,3.0,"34,449","7,129","27,320",1.9,9.0,"53,355","11,167","42,188",2.9,14.0,"-18,906",-5.0,18.0,8,8,"4,613"
i. 1000+,260,324,"687,023","701,158",9,2.8,8,2.5,"49,293","14,723","34,570",2.1,7.0,"77,563","13,618","63,945",1.9,11.1,"-28,270",-4.1,14.0,2,2,D
m. ALL,"237,249","279,912","5,219,608","5,188,934","29,955",10.8,"25,338",9.1,"752,140","245,223","506,917",4.7,14.5,"690,788","216,211","474,577",4.2,13.3,"61,352",1.2,26.6,"15,619","15,698","107,167"
,,2005,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"126,232","138,486","331,827","307,008","22,568",16.5,"18,089",13.2,"104,422","39,397","65,025",12.8,34.0,"54,783","31,725","23,058",10.3,17.8,"49,639",16.2,35.6,"11,682","11,720","20,911"
b. 5 to 9,"48,184","58,654","399,852","391,353","4,517",7.8,"3,571",6.1,"82,261","29,250","53,011",7.5,21.0,"65,263","23,187","42,076",5.9,16.7,"16,998",4.3,33.4,"2,361","2,361","15,299"
c. 10 to 19,"31,843","40,562","541,534","541,401","2,471",6.1,"1,974",4.9,"86,237","33,099","53,138",6.1,15.9,"85,971","26,566","59,405",4.9,15.9,266,0.0,31.8,"1,264","1,266","16,993"
d. 20 to 49,"20,868","28,014","842,511","839,427","1,631",5.9,"1,087",3.9,"125,179","49,727","75,452",5.9,14.9,"119,010","32,567","86,443",3.9,14.2,"6,169",0.7,28.4,632,632,"18,889"
e. 50 to 99,"7,387","10,181","696,429","692,895",554,5.5,352,3.5,"96,310","38,392","57,918",5.5,13.9,"89,242","24,139","65,103",3.5,12.9,"7,068",1.0,25.8,156,156,"10,538"
f. 100 to 249,"3,899","5,818","851,486","852,922",285,4.9,200,3.5,"103,731","42,280","61,451",5.0,12.2,"106,602","29,573","77,029",3.5,12.5,"-2,871",-0.3,24.4,87,87,"13,016"
g. 250 to 499,"1,116","1,479","489,781","493,514",70,4.8,58,3.9,"57,326","24,345","32,981",4.9,11.6,"64,791","19,083","45,708",3.9,13.1,"-7,465",-1.5,23.2,24,24,"7,604"
h. 500 to 999,446,550,"374,065","375,766",16,2.9,19,3.4,"39,425","10,770","28,655",2.9,10.5,"42,827","12,379","30,448",3.3,11.4,"-3,402",-0.9,21.0,6,6,"3,867"
i. 1000+,261,335,"706,596","719,657",8,2.4,10,3.0,"45,612","16,109","29,503",2.2,6.3,"71,735","18,433","53,302",2.6,10.0,"-26,123",-3.7,12.6,6,6,"13,341"
m. ALL,"240,236","284,079","5,234,081","5,213,943","32,120",11.4,"25,360",9.0,"740,503","283,369","457,134",5.4,14.2,"700,224","217,652","482,572",4.2,13.4,"40,279",0.8,26.8,"16,218","16,258","120,458"
,,2006,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"128,775","141,445","343,650","315,884","22,405",15.9,"19,821",14.1,"109,779","39,016","70,763",12.4,34.8,"54,246","33,488","20,758",10.6,17.2,"55,533",17.6,34.4,"12,614","12,633","21,970"
b. 5 to 9,"48,284","58,996","408,296","396,704","4,469",7.6,"3,477",5.9,"82,751","29,534","53,217",7.4,20.9,"59,567","22,641","36,926",5.7,15.0,"23,184",5.9,30.0,"2,398","2,399","15,625"
c. 10 to 19,"31,140","40,401","553,501","543,165","2,777",6.9,"1,916",4.8,"96,323","37,290","59,033",6.9,17.7,"75,651","25,780","49,871",4.7,13.9,"20,672",3.8,27.8,"1,202","1,202","16,031"
d. 20 to 49,"20,392","27,576","849,606","836,575","1,675",6.1,"1,189",4.3,"133,038","49,844","83,194",6.0,15.9,"106,976","35,625","71,351",4.3,12.8,"26,062",3.1,25.6,643,645,"19,320"
e. 50 to 99,"7,276","10,157","704,128","698,383",504,5.0,398,3.9,"95,112","34,791","60,321",5.0,13.6,"83,621","27,081","56,540",3.9,12.0,"11,491",1.6,24.0,186,186,"12,581"
f. 100 to 249,"3,894","5,898","887,094","875,584",321,5.5,232,4.0,"120,370","47,059","73,311",5.4,13.7,"97,350","34,671","62,679",4.0,11.1,"23,020",2.6,22.2,118,118,"17,237"
g. 250 to 499,"1,111","1,474","496,791","495,073",76,5.2,50,3.4,"63,605","25,493","38,112",5.1,12.8,"60,169","17,871","42,298",3.6,12.2,"3,436",0.6,24.4,22,22,"7,713"
h. 500 to 999,457,561,"373,871","379,746",20,3.6,19,3.4,"36,286","14,620","21,666",3.8,9.6,"48,036","13,765","34,271",3.6,12.6,"-11,750",-3.0,19.2,10,10,"6,495"
i. 1000+,262,342,"735,438","740,282",11,3.2,12,3.5,"73,607","21,537","52,070",2.9,9.9,"83,294","37,270","46,024",5.0,11.3,"-9,687",-1.4,19.8,7,7,"18,078"
m. ALL,"241,591","286,850","5,352,375","5,281,396","32,258",11.3,"27,114",9.5,"810,871","299,184","511,687",5.7,15.4,"668,910","248,192","420,718",4.7,12.7,"141,961",2.7,25.4,"17,200","17,222","135,050"
,,2007,,,,,,,,,,,,,,,,,,,,,,
Initial Estab Size,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,Firmdeath_Firms,Firmdeath_Estabs,Firmdeath_Emp
a. 1 to 4,"129,789","143,079","350,363","320,657","22,151",15.6,"20,090",14.2,"115,600","38,131","77,469",11.9,36.1,"56,187","33,991","22,196",10.6,17.5,"59,413",18.6,35.0,"12,399","12,454","21,471"
b. 5 to 9,"48,467","59,481","408,257","399,002","4,402",7.4,"3,636",6.2,"84,183","28,816","55,367",7.2,21.1,"65,673","23,767","41,906",6.0,16.5,"18,510",4.6,33.0,"2,193","2,222","14,435"
c. 10 to 19,"31,333","40,912","555,330","549,980","2,636",6.5,"2,170",5.3,"100,023","35,217","64,806",6.4,18.2,"89,322","28,743","60,579",5.2,16.2,"10,701",2.0,32.4,"1,168","1,191","15,543"
d. 20 to 49,"20,560","27,957","856,203","847,699","1,610",5.8,"1,375",4.9,"144,321","47,682","96,639",5.6,17.0,"127,313","40,939","86,374",4.8,15.0,"17,008",2.0,30.0,658,674,"20,000"
e. 50 to 99,"7,467","10,300","700,369","701,041",542,5.3,419,4.1,"99,654","37,683","61,971",5.4,14.2,"100,997","28,509","72,488",4.1,14.4,"-1,343",-0.2,28.4,189,190,"12,918"
f. 100 to 249,"3,961","6,065","892,295","898,193",295,4.9,267,4.4,"112,588","43,938","68,650",4.9,12.5,"124,384","40,507","83,877",4.5,13.8,"-11,796",-1.3,25.0,104,106,"15,805"
g. 250 to 499,"1,098","1,494","497,309","503,259",61,4.1,64,4.3,"65,038","20,854","44,184",4.1,12.9,"76,937","22,313","54,624",4.4,15.3,"-11,899",-2.4,25.8,24,24,"8,104"
h. 500 to 999,484,588,"393,193","399,395",13,2.2,10,1.7,"38,618","9,350","29,268",2.3,9.7,"51,022","7,709","43,313",1.9,12.8,"-12,404",-3.1,19.4,3,3,"2,460"
i. 1000+,263,339,"717,948","735,705",9,2.6,13,3.8,"58,012","21,774","36,238",3.0,7.9,"93,525","27,158","66,367",3.7,12.7,"-35,513",-4.8,15.8,5,5,"9,794"
m. ALL,"243,422","290,215","5,371,267","5,354,931","31,719",11.0,"28,044",9.7,"818,037","283,445","534,592",5.3,15.3,"785,360","253,636","531,724",4.7,14.7,"32,677",0.6,29.4,"16,743","16,869","120,530"
,,2008,,,,,,,,,,,,,,,,,,,,,,
