year2,state,fage4,Firms,Estabs,Emp,Denom,Estabs_Entry,Estabs_Entry_Rate,Estabs_Exit,Estabs_Exit_Rate,Job_Creation,Job_Creation_Births,Job_Creation_Continuers,Job_Creation_Rate_Births,Job_Creation_Rate,Job_Destruction,Job_Destruction_Deaths,Job_Destruction_Continuers,Job_Destruction_Rate_Deaths,Job_Destruction_Rate,Net_Job_Creation,Net_Job_Creation_Rate,Reallocation_Rate,d_flag,firmdeath_firms,firmdeath_estabs,firmdeath_emp
2002,19,g) 6 to 10,10338,10737,88773,90868,515,4.6,1219,11,14584,5004,9580,5.5,16,18774,6845,11929,7.5,20.7,-4190,-4.7,32,0,652,652,4661
2002,19,h) 11 to 15,7398,8047,103434,106388,360,4.3,851,10.3,12291,3459,8832,3.3,11.6,18198,6567,11631,6.2,17.1,-5907,-5.5,23.2,0,406,406,2799
2002,19,i) 16 to 20,5918,7230,110960,111386,309,4.2,610,8.3,14219,3285,10934,2.9,12.8,15070,4527,10543,4.1,13.5,-851,-0.7,25.6,0,254,255,1411
2002,19,j) 21 to 25,5190,7399,112210,113568,299,4,635,8.4,13032,3357,9675,3,11.5,15747,4996,10751,4.4,13.9,-2715,-2.4,23,0,244,246,1470
2002,19,l) Left Censored,11665,21840,674944,685268,1208,5.5,1747,7.9,68396,24408,43988,3.6,10,89044,27083,61961,4,13,-20648,-3,20,0,383,389,2650
2002,20,a) 0,4987,5038,31415,15708,5038,200,0,0,31415,31415,0,200,200,0,0,0,0,0,31415,200,0,0,,,
2002,20,b) 1,3645,3713,26049,26597,37,0.9,1099,25.9,6303,460,5843,1.7,23.7,7399,3878,3521,14.6,27.8,-1096,-4.1,47.4,0,771,771,3048
2002,20,c) 2,3243,3308,27073,27759,193,5.4,663,18.7,5880,1700,4180,6.1,21.2,7251,3180,4071,11.5,26.1,-1371,-4.9,42.4,0,483,483,2807
2002,20,d) 3,2878,2984,21743,22689,171,5.4,507,16.1,4651,1530,3121,6.7,20.5,6542,2736,3806,12.1,28.8,-1891,-8.3,41,0,357,357,1929
2002,20,e) 4,2794,3057,27776,29195,201,6.3,440,13.9,5098,1192,3906,4.1,17.5,7935,3259,4676,11.2,27.2,-2837,-9.7,35,0,304,304,2780
2002,20,f) 5,2420,2514,23592,23760,152,5.8,358,13.7,4415,632,3783,2.7,18.6,4750,1913,2837,8.1,20,-335,-1.4,37.2,0,233,233,1486
2002,20,g) 6 to 10,9383,9796,86520,89362,470,4.6,1251,12.3,13774,3810,9964,4.3,15.4,19458,7849,11609,8.8,21.8,-5684,-6.4,30.8,0,772,775,4239
2002,20,h) 11 to 15,6673,7351,92920,93910,374,5,689,9.2,12009,3568,8441,3.8,12.8,13989,4437,9552,4.7,14.9,-1980,-2.1,25.6,0,367,367,2311
2002,20,i) 16 to 20,5545,6411,83873,84969,276,4.2,571,8.7,11572,3255,8317,3.8,13.6,13763,4425,9338,5.2,16.2,-2191,-2.6,27.2,0,257,260,1728
2002,20,j) 21 to 25,4409,6146,99222,101069,325,5.2,610,9.7,13701,4413,9288,4.4,13.6,17394,6635,10759,6.6,17.2,-3693,-3.6,27.2,0,190,191,1269
2002,20,l) Left Censored,9484,18626,579964,588773,1223,6.5,1685,8.9,71334,25328,46006,4.3,12.1,88952,24562,64390,4.2,15.1,-17618,-3,24.2,0,280,280,1431
2002,21,a) 0,5573,5638,40327,20164,5638,200,0,0,40327,40327,0,200,200,0,0,0,0,0,40327,200,0,0,,,
2002,21,b) 1,4243,4272,30262,31272,20,0.4,1218,25,7580,294,7286,0.9,24.2,9600,5169,4431,16.5,30.7,-2020,-6.5,48.4,0,928,932,3930
2002,21,c) 2,3821,3935,30813,32235,158,3.7,747,17.7,5851,1065,4786,3.3,18.2,8695,3677,5018,11.4,27,-2844,-8.8,36.4,0,565,565,3080
2002,21,d) 3,3520,3679,36289,36851,197,5.1,580,15,6966,2117,4849,5.7,18.9,8089,3354,4735,9.1,22,-1123,-3.1,37.8,0,431,431,2784
2002,21,e) 4,3313,3616,33223,33567,230,6.1,509,13.6,8222,3242,4980,9.7,24.5,8909,3080,5829,9.2,26.5,-687,-2,49,0,379,379,2423
2002,21,f) 5,2845,3004,26545,27222,124,3.9,423,13.4,4605,1122,3483,4.1,16.9,5959,2303,3656,8.5,21.9,-1354,-5,33.8,0,278,278,1674
2002,21,g) 6 to 10,11306,11989,121961,126756,619,5,1431,11.5,17148,4419,12729,3.5,13.5,26737,9808,16929,7.7,21.1,-9589,-7.6,27,0,886,890,5594
2002,21,h) 11 to 15,8457,9503,131548,136025,451,4.7,831,8.6,17229,3941,13288,2.9,12.7,26183,6181,20002,4.5,19.2,-8954,-6.5,25.4,0,468,468,2990
2002,21,i) 16 to 20,6793,7972,125835,128030,362,4.5,615,7.6,16875,5121,11754,4,13.2,21264,6929,14335,5.4,16.6,-4389,-3.4,26.4,0,300,300,1784
2002,21,j) 21 to 25,4690,6684,133441,136141,481,7.2,546,8.1,16138,5578,10560,4.1,11.9,21537,5888,15649,4.3,15.8,-5399,-3.9,23.8,0,215,219,1337
2002,21,l) Left Censored,10339,22598,765212,779352,1344,5.9,1980,8.6,83336,24114,59222,3.1,10.7,111615,29434,82181,3.8,14.3,-28279,-3.6,21.4,0,374,378,2811
2002,22,a) 0,6512,6582,47301,23651,6582,200,0,0,47301,47301,0,200,200,0,0,0,0,0,47301,200,0,0,,,
2002,22,b) 1,4869,4959,42588,43126,30,0.5,1351,24,11449,836,10613,1.9,26.5,12524,6560,5964,15.2,29,-1075,-2.5,53,0,971,971,5238
2002,22,c) 2,4253,4402,52310,54254,224,4.7,858,18.2,10440,3200,7240,5.9,19.2,14327,5125,9202,9.4,26.4,-3887,-7.2,38.4,0,658,660,4143
2002,22,d) 3,3782,3938,35941,36602,221,5.3,613,14.8,7635,1761,5874,4.8,20.9,8956,3427,5529,9.4,24.5,-1321,-3.6,41.8,0,444,444,2504
2002,22,e) 4,3729,4035,40813,42161,236,5.6,533,12.7,7409,2206,5203,5.2,17.6,10104,3369,6735,8,24,-2695,-6.4,35.2,0,391,391,2485
2002,22,f) 5,3292,3354,35245,36715,147,4.2,479,13.6,6691,1665,5026,4.5,18.2,9631,3544,6087,9.7,26.2,-2940,-8,36.4,0,353,355,2314
2002,22,g) 6 to 10,12788,13334,151213,153422,590,4.3,1468,10.7,22950,3726,19224,2.4,15,27367,10344,17023,6.7,17.8,-4417,-2.8,30,0,981,982,5812
2002,22,h) 11 to 15,8603,9720,153037,155331,421,4.2,933,9.4,22699,4458,18241,2.9,14.6,27287,8309,18978,5.3,17.6,-4588,-3,29.2,0,525,527,4640
2002,22,i) 16 to 20,8103,9429,121556,124291,424,4.4,777,8.1,17240,4645,12595,3.7,13.9,22709,6945,15764,5.6,18.3,-5469,-4.4,27.8,0,383,383,3351
2002,22,j) 21 to 25,6322,8617,153393,159763,421,4.8,697,8,20504,5370,15134,3.4,12.8,33244,15260,17984,9.6,20.8,-12740,-8,25.6,0,233,236,5190
2002,22,l) Left Censored,11260,24525,732564,741999,1592,6.4,2200,8.9,90258,33000,57258,4.4,12.2,109129,32929,76200,4.4,14.7,-18871,-2.5,24.4,0,403,403,3812
2002,23,a) 0,2651,2667,15475,7738,2667,200,0,0,15475,15475,0,200,200,0,0,0,0,0,15475,200,0,0,,,
2002,23,b) 1,2034,2058,11385,11894,8,0.3,573,24.5,2495,82,2413,0.7,21,3512,2110,1402,17.7,29.5,-1017,-8.5,42,0,377,377,1691
2002,23,c) 2,1775,1819,11913,13193,101,5.1,408,20.7,1979,453,1526,3.4,15,4538,2513,2025,19,34.4,-2559,-19.4,30,0,264,264,1629
2002,23,d) 3,1687,1745,12868,13412,92,5,299,16.2,1990,498,1492,3.7,14.8,3077,1285,1792,9.6,22.9,-1087,-8.1,29.6,0,200,200,974
2002,23,e) 4,1578,1745,13302,13526,93,5.1,238,13.1,2482,827,1655,6.1,18.3,2929,770,2159,5.7,21.7,-447,-3.4,36.6,0,151,151,491
2002,23,f) 5,1332,1357,8262,8746,51,3.6,201,14,1072,168,904,1.9,12.3,2039,814,1225,9.3,23.3,-967,-11,24.6,0,132,132,587
2002,23,g) 6 to 10,4952,5117,41744,43373,200,3.8,604,11.4,5720,1338,4382,3.1,13.2,8978,3447,5531,7.9,20.7,-3258,-7.5,26.4,0,360,360,1791
2002,23,h) 11 to 15,3925,4218,44431,45623,185,4.3,449,10.3,5844,1767,4077,3.9,12.8,8227,3324,4903,7.3,18,-2383,-5.2,25.6,0,236,236,1943
2002,23,i) 16 to 20,2914,3431,45439,46521,126,3.6,320,9.1,5700,1082,4618,2.3,12.3,7864,2789,5075,6,16.9,-2164,-4.6,24.6,0,151,152,821
2002,23,j) 21 to 25,2077,2995,52371,53577,147,4.8,283,9.2,6767,1962,4805,3.7,12.6,9179,2753,6426,5.1,17.1,-2412,-4.5,25.2,0,76,76,807
2002,23,l) Left Censored,4121,7625,224834,229614,456,5.9,581,7.6,22448,7559,14889,3.3,9.8,32007,9181,22826,4,13.9,-9559,-4.1,19.6,0,119,119,1744
2002,24,a) 0,9056,9133,59937,29969,9133,200,0,0,59937,59937,0,200,200,0,0,0,0,0,59937,200,0,0,,,
2002,24,b) 1,6591,6666,45432,47229,42,0.6,1853,24.5,11535,591,10944,1.3,24.4,15128,7103,8025,15,32,-3593,-7.6,48.8,0,1239,1240,5433
2002,24,c) 2,5697,5850,45341,46359,316,5.1,1075,17.3,9761,2298,7463,5,21.1,11796,5663,6133,12.2,25.4,-2035,-4.3,42.2,0,748,748,4518
2002,24,d) 3,5273,5494,52853,54018,267,4.6,864,14.9,10137,2393,7744,4.4,18.8,12467,5439,7028,10.1,23.1,-2330,-4.3,37.6,0,583,586,3919
2002,24,e) 4,4949,5348,53009,52931,298,5.4,660,11.9,11416,3361,8055,6.3,21.6,11259,4320,6939,8.2,21.3,157,0.3,42.6,0,453,453,3488
2002,24,f) 5,4378,4487,44411,45378,205,4.4,632,13.4,7656,1615,6041,3.6,16.9,9589,3311,6278,7.3,21.1,-1933,-4.2,33.8,0,435,435,2532
2002,24,g) 6 to 10,16453,17221,183417,189668,737,4.1,1976,11.1,26887,4580,22307,2.4,14.2,39388,16293,23095,8.6,20.8,-12501,-6.6,28.4,0,1204,1206,10284
2002,24,h) 11 to 15,12765,14013,208218,214053,622,4.3,1372,9.5,29424,7766,21658,3.6,13.7,41093,14646,26447,6.8,19.2,-11669,-5.5,27.4,0,719,719,7956
2002,24,i) 16 to 20,9243,10843,160719,164455,432,3.9,1008,9.1,23321,5776,17545,3.5,14.2,30792,11327,19465,6.9,18.7,-7471,-4.5,28.4,0,426,427,3682
2002,24,j) 21 to 25,6244,8641,178302,180156,426,4.8,754,8.6,23792,7150,16642,4,13.2,27500,9773,17727,5.4,15.3,-3708,-2.1,26.4,0,293,294,2216
2002,24,l) Left Censored,12947,28567,1022174,1034586,2226,7.7,2808,9.7,130732,49848,80884,4.8,12.6,155555,49628,105927,4.8,15,-24823,-2.4,25.2,0,367,372,4794
2002,25,a) 0,10762,10842,68113,34057,10842,200,0,0,68113,68113,0,200,200,0,0,0,0,0,68113,200,0,0,,,
2002,25,b) 1,8576,8683,59565,61341,58,0.6,2037,21.1,14249,1332,12917,2.2,23.2,17800,8458,9342,13.8,29,-3551,-5.8,46.4,0,1416,1416,6467
2002,25,c) 2,7672,7889,57674,62664,378,4.5,1511,17.9,12096,2807,9289,4.5,19.3,22076,9021,13055,14.4,35.2,-9980,-15.9,38.6,0,1030,1030,6529
2002,25,d) 3,7502,7742,61914,66411,353,4.4,1084,13.4,10295,2264,8031,3.4,15.5,19288,8134,11154,12.2,29,-8993,-13.5,31,0,736,736,5929
2002,25,e) 4,6203,6593,66452,69415,342,5,939,13.6,11174,3764,7410,5.4,16.1,17099,5543,11556,8,24.6,-5925,-8.5,32.2,0,648,648,4359
2002,25,f) 5,5482,5559,51974,56207,227,3.9,873,14.8,7743,1880,5863,3.3,13.8,16209,7338,8871,13.1,28.8,-8466,-15,27.6,0,544,544,5402
2002,25,g) 6 to 10,20800,21510,229737,239440,767,3.4,2509,11.2,33754,9158,24596,3.8,14.1,53160,21646,31514,9,22.2,-19406,-8.1,28.2,0,1472,1472,10331
2002,25,h) 11 to 15,16307,18049,269503,280005,709,3.8,1641,8.9,36602,9900,26702,3.5,13.1,57605,18496,39109,6.6,20.6,-21003,-7.5,26.2,0,849,849,7810
2002,25,i) 16 to 20,12885,15270,278591,285775,680,4.4,1374,8.8,37388,9258,28130,3.2,13.1,51756,18512,33244,6.5,18.1,-14368,-5,26.2,0,631,636,5155
2002,25,j) 21 to 25,9194,12426,290295,296748,577,4.5,1134,8.9,35228,10075,25153,3.4,11.9,48134,17003,31131,5.7,16.2,-12906,-4.3,23.8,0,398,399,2661
2002,25,l) Left Censored,21694,41235,1557600,1581003,2838,6.8,3356,8.1,208990,72986,136004,4.6,13.2,255795,76206,179589,4.8,16.2,-46805,-3,26.4,0,792,794,9641
2002,26,a) 0,14694,14855,115655,57828,14855,200,0,0,115655,115655,0,200,200,0,0,0,0,0,115655,200,0,0,,,
2002,26,b) 1,10642,10796,94392,95751,93,0.8,3288,26.5,22553,1214,21339,1.3,23.6,25271,13713,11558,14.3,26.4,-2718,-2.8,47.2,0,2215,2217,10607
2002,26,c) 2,9586,9811,84599,89564,457,4.3,2091,19.7,15649,2862,12787,3.2,17.5,25578,10748,14830,12,28.6,-9929,-11.1,35,0,1401,1401,8594
2002,26,d) 3,8752,9031,87065,90553,442,4.6,1718,17.8,18860,2927,15933,3.2,20.8,25835,12866,12969,14.2,28.5,-6975,-7.7,41.6,0,1092,1102,8815
2002,26,e) 4,8393,9103,89845,93061,480,5,1364,14.3,15522,3667,11855,3.9,16.7,21954,7641,14313,8.2,23.6,-6432,-6.9,33.4,0,862,862,4785
2002,26,f) 5,7660,8103,78930,81557,385,4.5,1303,15.2,15059,3684,11375,4.5,18.5,20313,10561,9752,12.9,24.9,-5254,-6.4,37,0,789,789,7815
2002,26,g) 6 to 10,29664,30888,309939,323803,1312,4.1,4065,12.6,43632,9692,33940,3,13.5,71359,26231,45128,8.1,22,-27727,-8.5,27,0,2411,2411,14326
2002,26,h) 11 to 15,22450,25259,334320,343453,1097,4.2,2680,10.3,43481,11172,32309,3.3,12.7,61747,20306,41441,5.9,18,-18266,-5.3,25.4,0,1344,1349,8957
2002,26,i) 16 to 20,16727,20074,324458,332203,891,4.3,1939,9.4,45649,19052,26597,5.7,13.7,61138,19178,41960,5.8,18.4,-15489,-4.7,27.4,0,728,730,5171
2002,26,j) 21 to 25,12469,16654,291397,303723,830,4.9,1741,10.2,39104,11510,27594,3.8,12.9,63755,25790,37965,8.5,21,-24651,-8.1,25.8,0,566,570,8242
2002,26,l) Left Censored,25302,54925,2064454,2114045,3762,6.8,5381,9.7,252740,87451,165289,4.1,12,351921,112171,239750,5.3,16.6,-99181,-4.6,24,0,951,967,9169
2002,27,a) 0,9571,9667,60019,30010,9667,200,0,0,60019,60019,0,200,200,0,0,0,0,0,60019,200,0,0,,,
2002,27,b) 1,7010,7111,48231,49366,49,0.6,2035,25.1,12392,971,11421,2,25.1,14662,7697,6965,15.6,29.7,-2270,-4.6,50.2,0,1275,1279,5934
2002,27,c) 2,6260,6407,50800,52356,290,4.2,1283,18.6,10253,2260,7993,4.3,19.6,13365,6049,7316,11.6,25.5,-3112,-5.9,39.2,0,810,812,4385
2002,27,d) 3,5581,5823,53624,55547,305,4.9,1028,16.6,8377,1950,6427,3.5,15.1,12222,4776,7446,8.6,22,-3845,-6.9,30.2,0,627,628,3624
2002,27,e) 4,5368,5950,56384,57068,385,6.2,833,13.5,10204,3839,6365,6.7,17.9,11572,3658,7914,6.4,20.3,-1368,-2.4,35.8,0,497,497,2708
2002,27,f) 5,4849,5008,42744,44299,205,3.9,724,13.7,6546,990,5556,2.2,14.8,9656,3521,6135,7.9,21.8,-3110,-7,29.6,0,440,441,2512
2002,27,g) 6 to 10,18713,19574,194466,198683,878,4.3,2349,11.6,30932,6250,24682,3.1,15.6,39366,14678,24688,7.4,19.8,-8434,-4.2,31.2,0,1269,1270,8604
2002,27,h) 11 to 15,12873,14360,189888,203677,637,4.3,1418,9.6,23564,5829,17735,2.9,11.6,51142,28379,22763,13.9,25.1,-27578,-13.5,23.2,0,711,712,6528
2002,27,i) 16 to 20,9448,11543,208782,213707,479,4,1096,9.2,27947,8894,19053,4.2,13.1,37796,10679,27117,5,17.7,-9849,-4.6,26.2,0,430,431,3041
2002,27,j) 21 to 25,7379,10121,216735,221834,422,4.1,964,9.3,26307,7542,18765,3.4,11.9,36505,10775,25730,4.9,16.5,-10198,-4.6,23.8,0,327,327,2710
2002,27,l) Left Censored,15354,31168,1245373,1264562,1989,6.3,2582,8.2,151053,45459,105594,3.6,11.9,189432,60845,128587,4.8,15,-38379,-3.1,23.8,0,474,475,5282
2002,28,a) 0,4036,4062,28256,14128,4062,200,0,0,28256,28256,0,200,200,0,0,0,0,0,28256,200,0,0,,,
2002,28,b) 1,2873,2923,21418,22563,25,0.7,935,27.7,4741,348,4393,1.5,21,7031,4200,2831,18.6,31.2,-2290,-10.2,42,0,708,709,3365
2002,28,c) 2,2469,2580,19891,21427,145,5.2,584,20.9,4592,1505,3087,7,21.4,7663,4006,3657,18.7,35.8,-3071,-14.4,42.8,0,427,427,3041
2002,28,d) 3,2369,2489,21397,22008,153,5.8,435,16.5,4292,1299,2993,5.9,19.5,5513,1750,3763,8,25,-1221,-5.5,39,0,317,321,1249
2002,28,e) 4,2189,2362,20011,20878,146,6,322,13.1,3765,812,2953,3.9,18,5499,1998,3501,9.6,26.3,-1734,-8.3,36,0,243,243,1429
2002,28,f) 5,1866,1930,16115,16771,92,4.5,302,14.8,2644,424,2220,2.5,15.8,3955,1505,2450,9,23.6,-1311,-7.8,31.6,0,221,221,1151
2002,28,g) 6 to 10,7450,7849,81878,83800,413,5.1,978,12,12801,2463,10338,2.9,15.3,16645,6739,9906,8,19.9,-3844,-4.6,30.6,0,629,630,3757
2002,28,h) 11 to 15,5057,5628,79612,81287,293,5.1,567,9.8,10062,2947,7115,3.6,12.4,13412,3994,9418,4.9,16.5,-3350,-4.1,24.8,0,338,338,2257
2002,28,i) 16 to 20,4415,5075,61970,64445,255,4.9,454,8.8,7959,2220,5739,3.4,12.4,12909,3872,9037,6,20,-4950,-7.6,24.8,0,224,224,996
2002,28,j) 21 to 25,3439,4611,94053,95777,285,6.1,340,7.3,12208,3910,8298,4.1,12.7,15655,5895,9760,6.2,16.3,-3447,-3.6,25.4,0,146,146,1369
2002,28,l) Left Censored,6884,15038,456600,465496,960,6.3,1339,8.8,51578,18741,32837,4,11.1,69370,22964,46406,4.9,14.9,-17792,-3.8,22.2,0,230,230,1765
2002,29,a) 0,10437,10515,66708,34502,10514,200,0,0,64413,64413,0,186.7,186.7,0,0,0,0,0,64413,186.7,0,0,,,
2002,29,b) 1,6906,7051,46239,48624,86,1.1,2035,25.4,12238,1667,10571,3.4,25.2,17007,8897,8110,18.3,35,-4769,-9.8,50.4,0,1439,1439,6974
2002,29,c) 2,6467,6633,51316,53935,352,5,1285,18.1,10827,2847,7980,5.3,20.1,16064,7933,8131,14.7,29.8,-5237,-9.7,40.2,0,930,930,6135
2002,29,d) 3,5681,5891,49838,52018,304,4.9,1053,16.8,9396,2050,7346,3.9,18.1,13755,6878,6877,13.2,26.4,-4359,-8.3,36.2,0,757,757,5511
2002,29,e) 4,5227,5683,55854,57294,312,5.2,884,14.8,10815,2713,8102,4.7,18.9,13694,5015,8679,8.8,23.9,-2879,-5,37.8,0,646,646,3920
2002,29,f) 5,4623,4760,40308,43003,210,4.2,747,14.9,6397,1066,5331,2.5,14.9,11787,5359,6428,12.5,27.4,-5390,-12.5,29.8,0,531,531,4186
2002,29,g) 6 to 10,18203,19070,189647,198480,865,4.4,2470,12.4,27310,5676,21634,2.9,13.8,44975,17986,26989,9.1,22.7,-17665,-8.9,27.6,0,1510,1513,9019
2002,29,h) 11 to 15,13149,14813,193081,199555,670,4.4,1574,10.3,25075,6326,18749,3.2,12.6,38022,14387,23635,7.2,19.1,-12947,-6.5,25.2,0,881,881,6938
2002,29,i) 16 to 20,10674,12608,217529,219480,588,4.6,1122,8.7,29231,6593,22638,3,13.3,33132,9915,23217,4.5,15.1,-3901,-1.8,26.6,0,549,552,3652
2002,29,j) 21 to 25,7701,10996,222706,222494,666,6,958,8.6,31794,12270,19524,5.5,14.3,31369,9808,21561,4.4,14.1,425,0.2,28.2,0,384,386,2904
2002,29,l) Left Censored,16401,34823,1213303,1235678,2411,6.8,3197,9.1,149113,50694,98419,4.1,12.1,193863,53188,140675,4.3,15.7,-44750,-3.6,24.2,0,575,576,4090
2002,30,a) 0,2495,2514,11567,5784,2514,200,0,0,11567,11567,0,200,200,0,0,0,0,0,11567,200,0,0,,,
2002,30,b) 1,1872,1880,9333,9777,10,0.5,549,25.5,2211,118,2093,1.2,22.6,3098,1639,1459,16.8,31.7,-887,-9.1,45.2,0,345,345,1104
2002,30,c) 2,1626,1652,9439,10052,82,4.6,328,18.5,1748,241,1507,2.4,17.4,2973,1097,1876,10.9,29.6,-1225,-12.2,34.8,0,212,212,775
2002,30,d) 3,1423,1456,9605,9729,71,4.6,232,15.1,1732,390,1342,4,17.8,1979,761,1218,7.8,20.3,-247,-2.5,35.6,0,139,139,508
2002,30,e) 4,1436,1557,12168,12857,89,5.5,231,14.2,1974,508,1466,4,15.4,3352,921,2431,7.2,26.1,-1378,-10.7,30.8,0,139,139,618
2002,30,f) 5,1210,1227,8133,8351,48,3.7,167,13,1232,207,1025,2.5,14.8,1668,600,1068,7.2,20,-436,-5.2,29.6,0,109,109,465
2002,30,g) 6 to 10,4515,4616,34324,35271,228,4.7,598,12.5,5277,1326,3951,3.8,15,7171,2619,4552,7.4,20.3,-1894,-5.3,30,0,335,335,1594
2002,30,h) 11 to 15,2837,3050,28912,28880,158,5,321,10.3,5046,637,4409,2.2,17.5,4982,1704,3278,5.9,17.3,64,0.2,34.6,0,160,160,920
2002,30,i) 16 to 20,2225,2581,30454,30423,131,4.9,274,10.3,4502,797,3705,2.6,14.8,4440,1291,3149,4.2,14.6,62,0.2,29.2,0,113,113,551
2002,30,j) 21 to 25,1911,2520,32785,33619,129,5,204,8,3971,1281,2690,3.8,11.8,5638,1296,4342,3.9,16.8,-1667,-5,23.6,0,81,81,379
2002,30,l) Left Censored,3031,5587,114344,116043,304,5.4,466,8.2,12467,3739,8728,3.2,10.7,15865,4745,11120,4.1,13.7,-3398,-3,21.4,0,129,130,885
2002,31,a) 0,3301,3353,17648,8824,3353,200,0,0,17648,17648,0,200,200,0,0,0,0,0,17648,200,0,0,,,
2002,31,b) 1,2570,2609,17863,18165,17,0.6,585,20.2,4365,361,4004,2,24,4969,2406,2563,13.2,27.4,-604,-3.4,48,0,378,378,1609
2002,31,c) 2,2171,2213,13655,14247,125,5.3,418,17.7,2316,374,1942,2.6,16.3,3500,1399,2101,9.8,24.6,-1184,-8.3,32.6,0,269,269,1067
2002,31,d) 3,1935,2003,22416,22470,111,5.3,331,15.7,3264,903,2361,4,14.5,3372,1329,2043,5.9,15,-108,-0.5,29,0,220,220,943
2002,31,e) 4,1870,2058,23757,23685,129,6,281,13.2,4087,1102,2985,4.7,17.3,3942,1717,2225,7.2,16.6,145,0.7,33.2,0,188,188,1125
2002,31,f) 5,1718,1784,12576,12814,83,4.5,214,11.6,1878,503,1375,3.9,14.7,2354,782,1572,6.1,18.4,-476,-3.7,29.4,0,134,134,499
2002,31,g) 6 to 10,6522,6738,53663,55992,339,4.9,773,11.1,6921,1383,5538,2.5,12.4,11579,4820,6759,8.6,20.7,-4658,-8.3,24.8,0,431,431,3117
2002,31,h) 11 to 15,4860,5393,70881,82550,300,5.5,522,9.5,10750,4868,5882,5.9,13,34088,3694,30394,4.5,41.3,-23338,-28.3,26,0,233,235,1410
2002,31,i) 16 to 20,3834,4454,65366,65647,162,3.6,358,7.9,7136,1172,5964,1.8,10.9,7698,2119,5579,3.2,11.7,-562,-0.8,21.8,0,176,177,887
2002,31,j) 21 to 25,3132,4211,75252,74370,198,4.6,335,7.8,11543,2820,8723,3.8,15.5,9779,2694,7085,3.6,13.1,1764,2.4,26.2,0,135,136,612
2002,31,l) Left Censored,6897,12475,378412,382169,717,5.7,994,7.9,43148,11699,31449,3.1,11.3,50662,14096,36566,3.7,13.3,-7514,-2,22.6,0,215,215,1375
2002,32,a) 0,4964,4998,36706,18353,4998,200,0,0,36706,36706,0,200,200,0,0,0,0,0,36706,200,0,0,,,
2002,32,b) 1,3425,3474,30279,29452,31,0.8,1192,29.4,10956,461,10495,1.6,37.2,9302,5370,3932,18.2,31.6,1654,5.6,63.2,0,872,872,4351
2002,32,c) 2,2846,2907,31448,31183,148,4.6,727,22.7,9600,2499,7101,8,30.8,9069,4353,4716,14,29.1,531,1.7,58.2,0,542,542,3500
2002,32,d) 3,2471,2558,30271,32030,156,5.7,541,19.7,5713,1395,4318,4.4,17.8,9231,3552,5679,11.1,28.8,-3518,-11,35.6,0,399,399,2898
2002,32,e) 4,2228,2411,31524,34462,165,6.5,388,15.4,4219,1379,2840,4,12.2,10095,2304,7791,6.7,29.3,-5876,-17.1,24.4,0,265,265,1813
2002,32,f) 5,1797,1846,23943,24745,86,4.4,307,15.7,3817,553,3264,2.2,15.4,5420,2115,3305,8.5,21.9,-1603,-6.5,30.8,0,226,226,1639
2002,32,g) 6 to 10,5646,5984,108500,110406,305,4.9,848,13.6,16208,3722,12486,3.4,14.7,20020,6596,13424,6,18.1,-3812,-3.4,29.4,0,543,543,3852
2002,32,h) 11 to 15,3625,4244,69840,71041,252,5.8,482,11.1,11697,4071,7626,5.7,16.5,14099,6195,7904,8.7,19.8,-2402,-3.3,33,0,249,251,2338
2002,32,i) 16 to 20,2449,3195,69204,70065,216,6.6,379,11.6,11363,3109,8254,4.4,16.2,13085,2908,10177,4.2,18.7,-1722,-2.5,32.4,0,138,138,626
2002,32,j) 21 to 25,2079,3080,102235,104603,196,6.2,312,9.9,14818,6881,7937,6.6,14.2,19553,3657,15896,3.5,18.7,-4735,-4.5,28.4,0,93,93,759
2002,32,l) Left Censored,3479,8745,393814,396879,981,11.3,851,9.8,53184,19899,33285,5,13.4,59313,17280,42033,4.4,14.9,-6129,-1.5,26.8,0,106,106,2630
2002,33,a) 0,2368,2379,14097,7049,2379,200,0,0,14097,14097,0,200,200,0,0,0,0,0,14097,200,0,0,,,
2002,33,b) 1,1843,1883,14891,14981,15,0.7,526,24.6,3758,479,3279,3.2,25.1,3937,1712,2225,11.4,26.3,-179,-1.2,50.2,0,361,361,1351
2002,33,c) 2,1686,1721,11684,11976,81,4.4,315,17.1,2378,660,1718,5.5,19.9,2962,1281,1681,10.7,24.7,-584,-4.8,39.8,0,225,225,1055
2002,33,d) 3,1475,1516,12616,12859,77,4.8,264,16.4,2625,749,1876,5.8,20.4,3110,979,2131,7.6,24.2,-485,-3.8,40.8,0,190,190,775
2002,33,e) 4,1497,1580,13211,13402,80,4.9,208,12.7,2374,791,1583,5.9,17.7,2755,996,1759,7.4,20.6,-381,-2.9,35.4,0,147,147,838
2002,33,f) 5,1334,1347,10162,10959,44,3.1,213,14.9,1437,82,1355,0.7,13.1,3031,1639,1392,15,27.7,-1594,-14.6,26.2,0,148,149,1262
2002,33,g) 6 to 10,5041,5159,48611,50815,173,3.2,594,11.1,6452,930,5522,1.8,12.7,10860,3994,6866,7.9,21.4,-4408,-8.7,25.4,0,375,375,2232
2002,33,h) 11 to 15,3878,4145,49776,51560,136,3.2,439,10.2,6742,2193,4549,4.3,13.1,10310,3918,6392,7.6,20,-3568,-6.9,26.2,0,259,259,2129
