[ID],Year,Institution,state,Tot Lic/Opt Exe,Gross Lic Inc
95275,2005,Washington Univ. St. Louis,MO,50,"$11,655,363"
95221,2006,Univ. of Missouri all campuses,MO,16,"$2,371,287"
95275,2006,Washington Univ. St. Louis,MO,41,"$11,582,912"
95221,2007,Univ. of Missouri all campuses,MO,21,"$4,672,823"
95275,2007,Washington Univ. St. Louis,MO,40,"$12,009,853"
95221,2008,Univ. of Missouri all campuses,MO,65,"$6,713,233"
2000004,2008,Washington University of St. Louis,MO,52,"$15,715,818"
95221,2009,Univ. of Missouri all campuses,MO,79,"$10,400,726"
2000004,2009,Washington University of St. Louis,MO,53,"$6,301,462"
95221,2010,Univ. of Missouri all campuses,MO,54,"$10,098,770"
2000004,2010,Washington University of St. Louis,MO,51,"$5,028,595"
95221,2011,Univ. of Missouri all campuses,MO,110,"$7,760,779"
2000004,2011,Washington University of St. Louis,MO,60,"$5,371,218"
95221,2012,Univ. of Missouri all campuses,MO,68,"$6,757,538"
2000004,2012,Washington University of St. Louis,MO,46,"$5,292,164"
95221,2013,Univ. of Missouri all campuses,MO,48,"$7,749,153"
95109,1991,Mississippi State University,MS,0,0
95109,1992,Mississippi State University,MS,3,0
95109,1993,Mississippi State University,MS,5,"$247,574"
95109,1994,Mississippi State University,MS,2,"$283,399"
95109,1995,Mississippi State University,MS,1,"$109,403"
95109,1996,Mississippi State University,MS,1,"$104,965"
95109,1997,Mississippi State University,MS,2,"$116,883"
95109,1998,Mississippi State University,MS,8,"$169,958"
95109,2000,Mississippi State University,MS,1,"$176,212"
95109,2001,Mississippi State University,MS,7,"$271,745"
95109,2002,Mississippi State Univ.,MS,6,"$324,368"
95220,2002,Univ of Mississippi,MS,3,"$530,000"
95109,2003,Mississippi State Univ.,MS,7,"$374,827"
95220,2003,Univ. of Mississippi,MS,5,"$141,000"
95109,2004,Mississippi State Univ.,MS,9,"$306,222"
95220,2004,Univ. of Mississippi,MS,4,"$3,186,874"
95109,2005,Mississippi State Univ.,MS,10,"$467,247"
95220,2005,Univ. of Mississippi,MS,7,"$1,125,952"
95109,2006,Mississippi State Univ.,MS,12,"$476,386"
95220,2006,Univ. of Mississippi,MS,9,"$1,535,111"
95109,2007,Mississippi State Univ.,MS,10,"$414,008"
95220,2007,Univ. of Mississippi,MS,2,"$1,503,647"
95109,2008,Mississippi State Univ.,MS,1,"$428,362"
95220,2008,Univ. of Mississippi,MS,6,"$81,173"
95109,2009,Mississippi State Univ.,MS,4,"$382,347"
95220,2009,Univ. of Mississippi,MS,6,"$81,173"
95109,2010,Mississippi State Univ.,MS,12,"$328,080"
95220,2010,Univ. of Mississippi,MS,3,"$110,883"
95109,2011,Mississippi State Univ.,MS,12,"$336,436"
95220,2011,Univ. of Mississippi,MS,3,"$271,744"
95109,2012,Mississippi State Univ.,MS,7,"$255,914"
95220,2012,Univ. of Mississippi,MS,3,"$107,400"
95109,2013,Mississippi State Univ.,MS,6,"$175,153"
95220,2013,Univ. of Mississippi,MS,3,"$74,831"
95110,1994,Montana State University,MT,7,"$65,117"
95110,1995,Montana State University,MT,4,"$128,308"
95110,1996,Montana State University,MT,1,"$165,485"
95110,1997,Montana State University,MT,3,"$189,876"
95222,1997,Univ. of Montana,MT,1,"$4,437"
95110,1998,Montana State University,MT,3,"$187,750"
95222,1998,Univ. of Montana,MT,2,"$4,300"
95110,1999,Montana State University,MT,7,"$258,100"
95222,1999,Univ. of Montana,MT,3,"$67,000"
95110,2000,Montana State University,MT,11,"$89,507"
95222,2000,Univ. of Montana,MT,4,"$37,000"
95222,2001,Univ. of Montana,MT,1,"$4,725"
95110,2002,Montana State Univ.,MT,4,"$128,600"
95222,2002,Univ. of Montana,MT,4,"$7,139"
95110,2003,Montana State Univ.,MT,17,"$113,100"
95222,2003,Univ. of Montana,MT,3,$0
95110,2004,Montana State Univ.,MT,25,"$76,262"
95222,2004,Univ. of Montana,MT,4,$0
95110,2005,Montana State Univ.,MT,27,"$103,636"
95222,2005,Univ. of Montana,MT,2,$0
95110,2006,Montana State Univ.,MT,29,"$219,931"
95222,2006,Univ. of Montana,MT,2,$0
95110,2007,Montana State Univ.,MT,34,"$152,184"
95222,2007,Univ. of Montana,MT,4,$621
95110,2008,Montana State Univ.,MT,46,"$272,828"
95110,2009,Montana State Univ.,MT,49,"$288,608"
95110,2010,Montana State Univ.,MT,53,"$273,790"
95110,2011,Montana State Univ.,MT,44,"$227,342"
95222,2011,Univ. of Montana,MT,5,"$34,155"
95110,2012,Montana State Univ.,MT,54,"$554,373"
95110,2013,Montana State Univ.,MT,40,"$446,786"
20120295,2013,Salish Kootenai College,MT,0,0
95123,1991,North Carolina State University,NC,15,"$818,194"
95230,1991,Univ. of North Carolina/ Chapel Hill,NC,10,"$393,125"
95273,1991,Wake Forest University,NC,1,"$7,224"
95123,1992,North Carolina State University,NC,16,"$1,100,815"
95230,1992,Univ. of North Carolina/ Chapel Hill,NC,11,"$413,888"
95273,1992,Wake Forest University,NC,2,"$62,500"
95055,1993,Duke University,NC,27,"$641,486"
95123,1993,North Carolina State University,NC,33,"$1,543,400"
95230,1993,Univ. of North Carolina/ Chapel Hill,NC,27,"$574,784"
95231,1993,Univ. of North Carolina/Charlotte,NC,0,$0
95273,1993,Wake Forest University,NC,4,"$75,503"
95055,1994,Duke University,NC,25,"$1,556,163"
95123,1994,North Carolina State University,NC,39,"$1,632,000"
95230,1994,Univ. of North Carolina/ Chapel Hill,NC,15,"$886,384"
95231,1994,Univ. of North Carolina/Charlotte,NC,7,"$14,326"
95273,1994,Wake Forest University,NC,6,"$176,814"
95055,1995,Duke University,NC,22,"$1,790,375"
95123,1995,North Carolina State University,NC,26,"$1,823,353"
95230,1995,Univ. of North Carolina/ Chapel Hill,NC,14,"$982,543"
95231,1995,Univ. of North Carolina/Charlotte,NC,2,"$6,885"
95273,1995,Wake Forest University,NC,10,"$262,339"
95056,1996,East Carolina University,NC,3,"$1,516"
95230,1996,Univ. of North Carolina/Chapel Hill,NC,37,"$1,388,893"
95231,1996,Univ. of North Carolina/Charlotte,NC,,"$7,844"
95273,1996,Wake Forest University,NC,4,"$93,546"
95055,1997,Duke University,NC,38,"$1,520,000"
95056,1997,East Carolina University,NC,1,"$1,164"
95123,1997,North Carolina State University,NC,54,"$3,164,795"
95230,1997,Univ. of North Carolina/Chapel Hill,NC,50,"$1,684,093"
95273,1997,Wake Forest University,NC,3,"$632,652"
95055,1998,Duke University,NC,49,"$1,318,680"
95056,1998,East Carolina University,NC,1,"$10,839"
95123,1998,North Carolina State University,NC,39,"$4,281,109"
95230,1998,Univ. of North Carolina/Chapel Hill,NC,66,"$1,890,382"
95273,1998,Wake Forest University,NC,9,"$1,741,880"
95055,1999,Duke University,NC,41,"$1,600,353"
95056,1999,East Carolina University,NC,1,"$76,000"
95123,1999,North Carolina State University,NC,83,"$7,761,000"
95230,1999,Univ. of North Carolina/Chapel Hill,NC,70,"$1,706,300"
95273,1999,Wake Forest University,NC,6,"$2,788,987"
95055,2000,Duke University,NC,48,"$4,328,775"
95056,2000,East Carolina University,NC,1,"$101,446"
95123,2000,North Carolina State University,NC,47,"$2,558,479"
95230,2000,Univ. of North Carolina/Chapel Hill,NC,56,"$952,585"
95273,2000,Wake Forest University,NC,9,"$2,953,600"
95055,2001,Duke University,NC,49,"$5,719,293"
95056,2001,East Carolina University,NC,3,"$147,378"
95123,2001,North Carolina State University,NC,44,"$3,545,000"
95230,2001,Univ. of North Carolina Chapel Hill,NC,56,"$1,227,055"
95231,2001,Univ. of North Carolina Charlotte,NC,4,"$46,815"
95273,2001,Wake Forest University,NC,12,"$9,388,000"
95055,2002,Duke Univ.,NC,51,"$4,977,316"
95056,2002,East Carolina Univ.,NC,5,"$149,031"
95123,2002,North Carolina State Univ.,NC,55,"$3,720,000"
95230,2002,Univ. of North Carolina Chapel Hill,NC,87,"$1,284,058"
95231,2002,Univ. of North Carolina Charlotte,NC,7,"$74,500"
95273,2002,Wake Forest Univ.,NC,11,"$17,880,000"
95055,2003,Duke Univ.,NC,39,"$2,793,574"
95056,2003,East Carolina Univ.,NC,2,"$252,175"
20000015,2003,North Carolina A&T State Univ.,NC,1,0
95123,2003,North Carolina State Univ.,NC,66,"$4,602,665"
96031,2003,Univ. of North Carolina at Greensboro,NC,1,"$4,677"
95230,2003,Univ. of North Carolina Chapel Hill,NC,54,"$3,863,235"
95231,2003,Univ. of North Carolina Charlotte,NC,8,"$11,500"
95273,2003,Wake Forest Univ.,NC,12,"$19,300,000"
95055,2004,Duke Univ.,NC,51,"$3,855,266"
95056,2004,East Carolina Univ.,NC,1,"$418,610"
20000015,2004,North Carolina A&T State Univ.,NC,1,$0
95123,2004,North Carolina State Univ.,NC,72,"$4,813,156"
96031,2004,Univ. of North Carolina at Greensboro,NC,4,"$32,212"
95230,2004,Univ. of North Carolina Chapel Hill,NC,38,"$3,927,300"
95231,2004,Univ. of North Carolina Charlotte,NC,4,"$77,300"
95273,2004,Wake Forest Univ.,NC,7,"$34,296,000"
95055,2005,Duke Univ.,NC,29,"$3,712,252"
95056,2005,East Carolina Univ.,NC,2,"$328,579"
95123,2005,North Carolina State Univ.,NC,69,"$2,954,674"
96031,2005,Univ. of North Carolina at Greensboro,NC,2,"$20,586"
95230,2005,Univ. of North Carolina Chapel Hill,NC,47,"$1,987,551"
95231,2005,Univ. of North Carolina Charlotte,NC,3,"$11,539"
95273,2005,Wake Forest Univ.,NC,10,"$49,945,169"
95055,2006,Duke Univ.,NC,51,"$4,124,547"
95056,2006,East Carolina Univ.,NC,2,"$343,518"
20000015,2006,North Carolina A&T State Univ.,NC,7,"$148,000"
95123,2006,North Carolina State Univ.,NC,65,$0
96031,2006,Univ. of North Carolina at Greensboro,NC,1,"$29,718"
95230,2006,Univ. of North Carolina Chapel Hill,NC,49,"$2,400,184"
95231,2006,Univ. of North Carolina Charlotte,NC,4,"$19,112"
95273,2006,Wake Forest Univ.,NC,5,"$60,588,512"
95055,2007,Duke Univ.,NC,87,"$6,715,214"
95056,2007,East Carolina Univ.,NC,3,"$330,637"
95123,2007,North Carolina State Univ.,NC,106,0
96031,2007,Univ. of North Carolina at Greensboro,NC,1,"$170,732"
95230,2007,Univ. of North Carolina Chapel Hill,NC,89,"$2,132,909"
95231,2007,Univ. of North Carolina Charlotte,NC,0,"$76,500"
95273,2007,Wake Forest Univ.,NC,13,"$71,226,905"
95055,2008,Duke Univ.,NC,96,"$15,591,503"
95056,2008,East Carolina Univ.,NC,2,"$915,311"
95123,2008,North Carolina State Univ.,NC,69,0
96031,2008,Univ. of North Carolina at Greensboro,NC,5,"$200,744"
95230,2008,Univ. of North Carolina Chapel Hill,NC,58,"$2,779,464"
95231,2008,Univ. of North Carolina Charlotte,NC,2,"$109,360"
95273,2008,Wake Forest Univ.,NC,11,"$90,005,640"
95055,2009,Duke Univ.,NC,97,"$19,048,244"
95056,2009,East Carolina Univ.,NC,4,"$838,090"
95123,2009,North Carolina State Univ.,NC,91,"$4,930,022"
96031,2009,Univ. of North Carolina at Greensboro,NC,8,"$152,354"
95230,2009,Univ. of North Carolina Chapel Hill,NC,72,"$3,063,947"
95231,2009,Univ. of North Carolina Charlotte,NC,10,"$89,409"
95273,2009,Wake Forest Univ.,NC,8,"$95,636,362"
95055,2010,Duke Univ.,NC,99,"$25,733,526"
95056,2010,East Carolina Univ.,NC,2,"$293,901"
95123,2010,North Carolina State Univ.,NC,74,"$5,117,361"
96031,2010,Univ. of North Carolina at Greensboro,NC,3,"$120,523"
95230,2010,Univ. of North Carolina Chapel Hill,NC,39,"$2,597,841"
95231,2010,Univ. of North Carolina Charlotte,NC,6,"$45,685"
95273,2010,Wake Forest Univ.,NC,14,"$85,991,743"
95055,2011,Duke Univ.,NC,102,"$24,481,478"
95056,2011,East Carolina Univ.,NC,1,"$557,354"
95123,2011,North Carolina State Univ.,NC,86,"$5,186,844"
96031,2011,Univ. of North Carolina at Greensboro,NC,3,"$51,274"
95230,2011,Univ. of North Carolina Chapel Hill,NC,45,"$1,482,520"
95231,2011,Univ. of North Carolina Charlotte,NC,7,"$28,592"
95273,2011,Wake Forest Univ.,NC,24,"$45,733,291"
95055,2012,Duke Univ.,NC,123,"$24,590,271"
95056,2012,East Carolina Univ.,NC,3,"$88,079"
95123,2012,North Carolina State Univ.,NC,59,"$6,430,764"
96031,2012,Univ. of North Carolina at Greensboro,NC,2,"$14,342"
95230,2012,Univ. of North Carolina Chapel Hill,NC,61,"$2,414,238"
95231,2012,Univ. of North Carolina Charlotte,NC,20,"$29,841"
95273,2012,Wake Forest Univ.,NC,23,"$363,949"
95055,2013,Duke Univ.,NC,132,"$29,202,127"
95056,2013,East Carolina Univ.,NC,1,"$73,878"
95123,2013,North Carolina State Univ.,NC,111,"$6,788,262"
96031,2013,Univ. of North Carolina at Greensboro,NC,10,"$12,322"
95230,2013,Univ. of North Carolina Chapel Hill,NC,56,"$3,783,545"
95231,2013,Univ. of North Carolina Charlotte,NC,18,"$24,000"
95232,1993,Univ. of North Dakota,ND,3,0
95124,1995,North Dakota State University,ND,2,"$331,997"
95124,1996,North Dakota State University,ND,6,"$676,518"
95124,1997,North Dakota State University,ND,10,"$1,021,804"
95124,1998,North Dakota State University,ND,10,"$1,103,800"
95232,1998,Univ. of North Dakota,ND,0,$0
95124,1999,North Dakota State University,ND,7,"$1,062,524"
95232,1999,Univ. of North Dakota,ND,0,$0
95124,2000,North Dakota State University,ND,10,"$981,535"
95124,2001,North Dakota State University,ND,13,"$1,032,979"
95124,2002,North Dakota State Univ.,ND,16,"$1,216,418"
95124,2003,North Dakota State Univ.,ND,10,"$1,071,810"
95124,2004,North Dakota State Univ.,ND,11,"$1,932,101"
95124,2005,North Dakota State Univ.,ND,14,"$1,669,389"
95124,2006,North Dakota State Univ.,ND,56,"$1,210,665"
95124,2007,North Dakota State Univ.,ND,83,"$1,323,738"
95124,2008,North Dakota State Univ.,ND,122,"$1,487,811"
95124,2009,North Dakota State Univ.,ND,96,"$1,539,570"
95124,2010,North Dakota State Univ.,ND,94,"$1,884,361"
95124,2011,North Dakota State Univ.,ND,98,"$1,930,120"
95124,2012,North Dakota State Univ.,ND,70,"$2,133,217"
95124,2013,North Dakota State Univ.,ND,60,"$2,172,985"
95232,2013,Univ. of North Dakota,ND,0,"$148,220"
95223,1993,Univ. of Nebraska Medical Center,NE,15,"$47,000"
95223,1994,Univ. of Nebraska Medical Center,NE,4,"$10,000"
95223,1995,Univ. of Nebraska Medical Center,NE,3,"$5,000"
95049,1996,Creighton University,NE,2,"$100,467"
95223,1996,Univ. of Nebraska Medical Center,NE,4,"$84,233"
95224,1996,Univ. of Nebraska-Lincoln,NE,7,"$639,166"
95224,1997,Univ. of Nebraska-Lincoln,NE,4,"$640,925"
95049,1998,Creighton University,NE,2,"$116,464"
95224,1998,Univ. of Nebraska-Lincoln,NE,6,"$766,179"
95049,1999,Creighton University,NE,2,"$123,717"
95224,1999,Univ. of Nebraska-Lincoln,NE,8,"$796,894"
95223,2000,Univ. of Nebraska Medical Center,NE,6,"$151,669"
95224,2000,Univ. of Nebraska-Lincoln,NE,11,"$1,158,458"
95049,2001,Creighton University,NE,1,"$109,964"
95223,2001,Univ. of Nebraska Medical Center,NE,1,"$96,257"
95049,2002,Creighton Univ.,NE,2,"$109,170"
95224,2002,Univ. of Nebraska Lincoln,NE,6,"$658,229"
95223,2002,Univ. of Nebraska Medical Ctr.,NE,5,"$202,288"
95049,2003,Creighton Univ.,NE,3,"$263,330"
96042,2003,Univ. of Nebraska,NE,9,"$2,099,108"
95049,2004,Creighton Univ.,NE,3,"$254,894"
96042,2004,Univ. of Nebraska,NE,25,"$989,375"
95049,2005,Creighton Univ.,NE,4,"$269,997"
96042,2005,Univ. of Nebraska,NE,19,"$1,516,063"
95049,2006,Creighton Univ.,NE,5,"$352,785"
96042,2006,Univ. of Nebraska,NE,13,"$1,277,420"
96042,2007,Univ. of Nebraska,NE,32,"$2,449,252"
96042,2008,Univ. of Nebraska,NE,28,"$2,452,336"
96042,2009,Univ. of Nebraska,NE,32,"$2,273,608"
20100289,2010,NUtech Ventures,NE,26,"$1,925,417"
96042,2010,Univ. of Nebraska,NE,47,"$3,715,464"
96042,2011,Univ. of Nebraska,NE,48,"$16,752,176"
96042,2012,Univ. of Nebraska,NE,58,"$9,524,695"
96042,2013,Univ. of Nebraska,NE,65,"$9,027,315"
20000027,2001,Memorial University of Newfoundland,NF,4,"$145,350"
20000027,2002,Memorial Univ of Newfoundland,NF,2,"$143,312"
20000027,2003,Memorial Univ. of Newfoundland,NF,3,"$126,347"
95053,1991,Dartmouth College,NH,1,"$87,000"
95053,1992,Dartmouth College,NH,2,"$66,000"
95053,1993,Dartmouth College,NH,8,"$143,615"
95053,1994,Dartmouth College,NH,7,"$169,119"
95053,1995,Dartmouth College,NH,9,"$406,376"
95227,1995,Univ. of New Hampshire,NH,0,"$18,194"
95053,1996,Dartmouth College,NH,10,"$603,612"
95227,1996,Univ. of New Hampshire,NH,0,"$14,129"
95053,1997,Dartmouth College,NH,8,"$513,785"
95053,1998,Dartmouth College,NH,9,"$625,272"
95227,1998,Univ. of New Hampshire,NH,0,"$19,105"
95053,1999,Dartmouth College,NH,7,"$500,329"
95227,1999,Univ. of New Hampshire,NH,6,"$34,696"
95053,2000,Dartmouth College,NH,10,"$68,451,250"
95227,2000,Univ. of New Hampshire,NH,9,"$54,347"
95053,2001,Dartmouth College,NH,16,"$924,963"
95227,2001,Univ. of New Hampshire,NH,4,"$68,167"
95053,2002,Dartmouth College,NH,5,"$804,499"
95227,2002,Univ. of New Hampshire,NH,2,"$72,469"
95053,2003,Dartmouth College,NH,7,"$948,890"
95227,2003,Univ. of New Hampshire,NH,5,"$89,511"
95053,2004,Dartmouth College,NH,20,"$784,306"
95227,2004,Univ. of New Hampshire,NH,9,"$105,938"
95053,2005,Dartmouth College,NH,12,"$889,247"
95227,2005,Univ. of New Hampshire,NH,12,"$149,232"
95053,2006,Dartmouth College,NH,8,"$3,282,958"
95227,2006,Univ. of New Hampshire,NH,12,"$186,125"
95053,2007,Dartmouth College,NH,27,"$2,532,668"
95227,2007,Univ. of New Hampshire,NH,22,"$216,187"
95053,2008,Dartmouth College,NH,8,"$4,939,523"
95227,2008,Univ. of New Hampshire,NH,11,"$239,059"
95053,2009,Dartmouth College,NH,9,"$1,833,707"
95227,2009,Univ. of New Hampshire,NH,7,"$312,425"
95053,2010,Dartmouth College,NH,9,"$2,335,506"
95227,2010,Univ. of New Hampshire,NH,12,"$296,671"
95053,2011,Dartmouth College,NH,6,"$6,474,957"
95227,2011,Univ. of New Hampshire,NH,8,"$397,832"
95053,2012,Dartmouth College,NH,7,"$17,225,206"
95227,2012,Univ. of New Hampshire,NH,10,"$347,942"
95053,2013,Dartmouth College,NH,8,"$1,467,349"
95227,2013,Univ. of New Hampshire,NH,44,"$395,237"
95116,1991,New Jersey Institute of Technology,NJ,0,$0
95138,1991,Princeton University,NJ,12,"$169,088"
95150,1991,Rutgers The State University of  NJ,NJ,13,"$1,658,078"
95116,1992,New Jersey Institute of Technology,NJ,0,$0
95138,1992,Princeton University,NJ,18,"$390,908"
95150,1992,Rutgers The State University of  NJ,NJ,21,"$2,240,916"
95116,1993,New Jersey Institute of Technology,NJ,1,$0
95138,1993,Princeton University,NJ,10,"$570,000"
95150,1993,Rutgers The State University of  NJ,NJ,10,"$2,419,706"
95116,1994,New Jersey Institute of Technology,NJ,1,$0
95138,1994,Princeton University,NJ,12,"$359,000"
95150,1994,Rutgers The State University of  NJ,NJ,14,"$2,452,000"
95116,1995,New Jersey Institute of Technology,NJ,3,"$11,115"
95138,1995,Princeton University,NJ,10,"$340,000"
95150,1995,Rutgers The State University of  NJ,NJ,41,"$3,021,385"
95166,1995,Stevens Institute of Technology,NJ,1,"$20,000"
95116,1996,New Jersey Institute of Technology,NJ,2,"$20,000"
95138,1996,Princeton University,NJ,21,"$607,000"
95150,1996,Rutgers The State University of  NJ,NJ,42,"$3,546,737"
95166,1996,Stevens Institute of Technology,NJ,1,"$20,000"
95116,1997,New Jersey Institute of Technology,NJ,2,"$20,000"
95138,1997,Princeton University,NJ,27,"$679,000"
95150,1997,Rutgers The State University of  NJ,NJ,39,"$6,489,874"
95166,1997,Stevens Institute of Technology,NJ,2,"$70,000"
95116,1998,New Jersey Institute of Technology,NJ,6,"$22,500"
95138,1998,Princeton University,NJ,21,"$1,268,000"
95150,1998,Rutgers The State University of  NJ,NJ,43,"$4,749,165"
95116,1999,New Jersey Institute of Technology,NJ,2,"$22,500"
95138,1999,Princeton University,NJ,14,"$1,500,000"
95150,1999,Rutgers The State University of  NJ,NJ,60,"$4,307,367"
95116,2000,New Jersey Institute of Technology,NJ,1,"$5,000"
95138,2000,Princeton University,NJ,16,"$2,407,000"
95150,2000,Rutgers The State University of  NJ,NJ,38,"$5,148,997"
95116,2001,New Jersey Institute of Technology,NJ,0,"$50,000"
95138,2001,Princeton University,NJ,16,"$1,742,000"
95150,2001,Rutgers The State University of  NJ,NJ,42,"$4,763,245"
95116,2002,New Jersey Inst. of Technology,NJ,3,"$44,826"
95150,2002,Rutgers The State Univ. of  NJ,NJ,15,"$4,017,620"
95116,2003,New Jersey Inst. of Technology,NJ,6,"$16,085"
95150,2003,Rutgers The State Univ. of  NJ,NJ,19,"$5,367,943"
95116,2004,New Jersey Inst. of Technology,NJ,19,"$54,438"
95150,2004,Rutgers The State Univ. of  NJ,NJ,25,"$4,278,473"
95116,2005,New Jersey Inst. of Technology,NJ,25,"$406,000"
95150,2005,Rutgers The State Univ. of  NJ,NJ,26,"$5,685,675"
95166,2005,Stevens Inst. of Technology,NJ,8,"$828,536"
95116,2006,New Jersey Inst. of Technology,NJ,33,"$505,000"
95150,2006,Rutgers The State Univ. of  NJ,NJ,35,"$5,095,023"
95166,2006,Stevens Inst. of Technology,NJ,11,"$4,551,059"
95116,2007,New Jersey Inst. of Technology,NJ,25,"$315,000"
95150,2007,Rutgers The State Univ. of  NJ,NJ,65,"$7,921,254"
95166,2007,Stevens Inst. of Technology,NJ,7,"$292,472"
95116,2008,New Jersey Inst. of Technology,NJ,79,"$333,527"
95150,2008,Rutgers The State Univ. of  NJ,NJ,97,"$7,978,746"
95166,2008,Stevens Inst. of Technology,NJ,7,"$100,250"
95116,2009,New Jersey Inst. of Technology,NJ,117,"$447,876"
95150,2009,Rutgers The State Univ. of  NJ,NJ,87,"$8,128,609"
95166,2009,Stevens Inst. of Technology,NJ,3,$0
95116,2010,New Jersey Inst. of Technology,NJ,56,"$507,506"
95150,2010,Rutgers The State Univ. of  NJ,NJ,80,"$8,697,051"
95116,2011,New Jersey Inst. of Technology,NJ,24,"$267,917"
95138,2011,Princeton Univ.,NJ,13,"$115,206,000"
95150,2011,Rutgers The State Univ. of  NJ,NJ,75,"$5,978,693"
20120293,2012,Hackensack University Medical Center,NJ,0,$0
95116,2012,New Jersey Inst. of Technology,NJ,46,"$217,238"
95138,2012,Princeton Univ.,NJ,19,"$130,086,000"
95150,2012,Rutgers The State Univ. of  NJ,NJ,63,"$6,004,284"
95166,2012,Stevens Inst. of Technology,NJ,2,"$451,000"
20120293,2013,Hackensack University Medical Center,NJ,0,$0
95116,2013,New Jersey Inst. of Technology,NJ,30,"$219,953"
95138,2013,Princeton Univ.,NJ,12,"$134,000,000"
95150,2013,Rutgers The State Univ. of  NJ,NJ,64,"$8,405,927"
95166,2013,Stevens Inst. of Technology,NJ,2,"$332,000"
20000027,2005,Memorial Univ. of Newfoundland,NL,0,"$37,159"
20000027,2006,Memorial Univ. of Newfoundland,NL,2,"$137,566"
20000027,2007,Memorial Univ. of Newfoundland,NL,1,"$126,780"
20000027,2008,Memorial Univ. of Newfoundland,NL,1,"$55,849"
20000027,2009,Memorial Univ. of Newfoundland,NL,5,"$75,556"
20000027,2010,Memorial Univ. of Newfoundland,NL,5,"$50,383"
20000027,2011,Memorial Univ. of Newfoundland,NL,13,"$657,801"
20000027,2012,Memorial Univ. of Newfoundland,NL,,0
20000027,2013,Memorial Univ. of Newfoundland,NL,5,"$89,632"
95118,1993,New Mexico State University,NM,2,"$42,525"
95118,1994,New Mexico State University,NM,6,"$11,470"
95118,1995,New Mexico State University,NM,4,"$19,869"
95118,1996,New Mexico State University,NM,1,"$13,418"
95228,1996,Univ. of New Mexico,NM,2,"$283,333"
95118,1997,New Mexico State University,NM,2,"$25,280"
95228,1997,Univ. of New Mexico/Sci. & Tech. Corp.,NM,7,"$339,753"
95118,1998,New Mexico State University,NM,1,"$13,720"
95228,1998,Univ. of New Mexico/Sci. & Tech. Corp.,NM,3,"$366,000"
95118,1999,New Mexico State University,NM,3,"$1,792"
95228,1999,Univ. of New Mexico/Sci. & Tech. Corp.,NM,3,"$400,200"
95118,2000,New Mexico State University,NM,2,"$5,213"
95228,2000,Univ. of New Mexico/Sci. & Tech. Corp.,NM,3,"$75,000"
95118,2001,New Mexico State University,NM,4,"$58,939"
95228,2001,Univ. of New Mexico/Sci. & Tech. Corp.,NM,5,"$99,870"
95118,2002,New Mexico State Univ.,NM,1,"$8,938"
95228,2002,Univ. of New Mexico/Sci. & Tech. Corp.,NM,4,"$74,887"
95118,2003,New Mexico State Univ.,NM,0,"$45,000"
95228,2003,Univ. of New Mexico/Sci. & Tech. Corp.,NM,9,"$179,954"
95118,2004,New Mexico State Univ.,NM,1,"$90,865"
95228,2004,Univ. of New Mexico/Sci. & Tech. Corp.,NM,16,"$308,584"
95228,2005,Univ. of New Mexico/Sci. & Tech. Corp.,NM,18,"$792,407"
95118,2006,New Mexico State Univ.,NM,2,"$114,124"
95228,2006,Univ. of New Mexico/Sci. & Tech. Corp.,NM,23,"$781,864"
95118,2007,New Mexico State Univ.,NM,3,"$83,357"
95228,2007,Univ. of New Mexico/Sci. & Tech. Corp.,NM,23,"$718,524"
95118,2008,New Mexico State Univ.,NM,3,"$177,944"
95228,2008,Univ. of New Mexico/Sci. & Tech. Corp.,NM,21,"$563,194"
95118,2009,New Mexico State Univ.,NM,1,"$107,307"
95228,2009,Univ. of New Mexico/Sci. & Tech. Corp.,NM,37,"$805,381"
95118,2010,New Mexico State Univ.,NM,2,"$15,171"
95228,2010,Univ. of New Mexico/Sci. & Tech. Corp.,NM,33,"$3,772,659"
95118,2011,New Mexico State Univ.,NM,3,"$21,982"
95228,2011,Univ. of New Mexico/Sci. & Tech. Corp.,NM,36,"$3,095,933"
95118,2012,New Mexico State Univ.,NM,4,"$35,247"
95228,2012,Univ. of New Mexico/Sci. & Tech. Corp.,NM,46,"$2,535,356"
95118,2013,New Mexico State Univ.,NM,2,0
95228,2013,Univ. of New Mexico/Sci. & Tech. Corp.,NM,63,"$1,702,016"
95225,2000,Univ. of Nevada - Reno,NV,8,"$129,887"
95226,2002,Univ. of Nevada at Las Vegas,NV,0,$0
95225,2002,Univ. of Nevada at Reno,NV,3,"$127,109"
95226,2003,Univ. of Nevada at Las Vegas,NV,0,$0
95225,2003,Univ. of Nevada at Reno,NV,1,"$43,927"
95226,2004,Univ. of Nevada at Las Vegas,NV,1,"$25,000"
95225,2004,Univ. of Nevada at Reno,NV,2,"$38,244"
95226,2005,Univ. of Nevada at Las Vegas,NV,0,"$25,000"
95226,2006,Univ. of Nevada at Las Vegas,NV,1,"$26,500"
95225,2006,Univ. of Nevada at Reno,NV,2,"$77,128"
95226,2007,Univ. of Nevada at Las Vegas,NV,3,"$26,500"
95225,2007,Univ. of Nevada at Reno,NV,3,"$69,871"
95225,2008,Univ. of Nevada at Reno,NV,4,"$97,553"
95225,2009,Univ. of Nevada at Reno,NV,2,"$164,366"
95225,2010,Univ. of Nevada at Reno,NV,1,"$109,941"
95225,2011,Univ. of Nevada at Reno,NV,2,"$117,000"
