"States and selected areas:  Employment status of the civilian noninstitutional population,",,,,,,,,,
1976 to 2013 annual averages,,,,,,,,,
,,,,,,,,,
FIPS Code,State and area,Year,Civilian non-institutional population,Civilian labor force,,,,,
30,Montana,1994,"640,828   ","434,774   ",67.8   ,"410,957   ",64.1   ,"23,817   ",5.5   
31,Nebraska,1994,"1,214,368   ","885,932   ",73.0   ,"862,659   ",71.0   ,"23,273   ",2.6   
32,Nevada,1994,"1,158,696   ","814,221   ",70.3   ,"764,451   ",66.0   ,"49,770   ",6.1   
33,New Hampshire,1994,"866,717   ","624,566   ",72.1   ,"594,935   ",68.6   ,"29,631   ",4.7   
34,New Jersey,1994,"6,158,214   ","4,067,486   ",66.0   ,"3,789,960   ",61.5   ,"277,526   ",6.8   
35,New Mexico,1994,"1,224,400   ","776,827   ",63.4   ,"725,387   ",59.2   ,"51,440   ",6.6   
36,New York,1994,"14,176,908   ","8,681,987   ",61.2   ,"8,080,243   ",57.0   ,"601,744   ",6.9   
51000,New York city,1994,"5,902,518   ","3,274,904   ",55.5   ,"2,986,699   ",50.6   ,"288,205   ",8.8   
37,North Carolina,1994,"5,485,713   ","3,672,907   ",67.0   ,"3,511,339   ",64.0   ,"161,568   ",4.4   
38,North Dakota,1994,"474,256   ","340,030   ",71.7   ,"327,377   ",69.0   ,"12,653   ",3.7   
39,Ohio,1994,"8,434,068   ","5,568,173   ",66.0   ,"5,254,199   ",62.3   ,"313,974   ",5.6   
40,Oklahoma,1994,"2,434,039   ","1,556,432   ",63.9   ,"1,469,487   ",60.4   ,"86,945   ",5.6   
41,Oregon,1994,"2,398,575   ","1,636,048   ",68.2   ,"1,546,552   ",64.5   ,"89,496   ",5.5   
42,Pennsylvania,1994,"9,351,246   ","5,902,687   ",63.1   ,"5,529,551   ",59.1   ,"373,136   ",6.3   
44,Rhode Island,1994,"781,777   ","515,881   ",66.0   ,"480,669   ",61.5   ,"35,212   ",6.8   
45,South Carolina,1994,"2,775,049   ","1,840,416   ",66.3   ,"1,729,363   ",62.3   ,"111,053   ",6.0   
46,South Dakota,1994,"529,175   ","377,093   ",71.3   ,"364,452   ",68.9   ,"12,641   ",3.4   
47,Tennessee,1994,"4,003,265   ","2,645,733   ",66.1   ,"2,511,085   ",62.7   ,"134,648   ",5.1   
48,Texas,1994,"13,557,440   ","9,395,679   ",69.3   ,"8,778,660   ",64.8   ,"617,019   ",6.6   
49,Utah,1994,"1,357,272   ","983,265   ",72.4   ,"945,389   ",69.7   ,"37,876   ",3.9   
50,Vermont,1994,"443,078   ","316,225   ",71.4   ,"301,836   ",68.1   ,"14,389   ",4.6   
51,Virginia,1994,"4,918,957   ","3,426,621   ",69.7   ,"3,265,139   ",66.4   ,"161,482   ",4.7   
53,Washington,1994,"4,036,254   ","2,744,838   ",68.0   ,"2,566,663   ",63.6   ,"178,175   ",6.5   
54,West Virginia,1994,"1,432,102   ","780,764   ",54.5   ,"712,664   ",49.8   ,"68,100   ",8.7   
55,Wisconsin,1994,"3,860,824   ","2,835,174   ",73.4   ,"2,713,392   ",70.3   ,"121,782   ",4.3   
56,Wyoming,1994,"352,921   ","249,475   ",70.7   ,"236,885   ",67.1   ,"12,590   ",5.0   
01,Alabama,1995,"3,253,839   ","2,063,870   ",63.4   ,"1,955,846   ",60.1   ,"108,024   ",5.2   
02,Alaska,1995,"415,593   ","303,666   ",73.1   ,"282,098   ",67.9   ,"21,568   ",7.1   
04,Arizona,1995,"3,347,789   ","2,214,148   ",66.1   ,"2,095,749   ",62.6   ,"118,399   ",5.3   
05,Arkansas,1995,"1,912,550   ","1,229,608   ",64.3   ,"1,170,593   ",61.2   ,"59,015   ",4.8   
06,California,1995,"23,269,337   ","15,263,582   ",65.6   ,"14,062,361   ",60.4   ,"1,201,221   ",7.9   
037,Los Angeles County,1995,"6,687,098   ","4,282,481   ",64.0   ,"3,938,609   ",58.9   ,"343,872   ",8.0   
08,Colorado,1995,"2,891,171   ","2,127,117   ",73.6   ,"2,041,652   ",70.6   ,"85,465   ",4.0   
09,Connecticut,1995,"2,550,795   ","1,750,060   ",68.6   ,"1,657,732   ",65.0   ,"92,328   ",5.3   
10,Delaware,1995,"555,559   ","383,034   ",68.9   ,"366,200   ",65.9   ,"16,834   ",4.4   
11,District of Columbia,1995,"457,230   ","299,491   ",65.5   ,"273,764   ",59.9   ,"25,727   ",8.6   
12,Florida,1995,"11,335,039   ","7,050,084   ",62.2   ,"6,650,064   ",58.7   ,"400,020   ",5.7   
13,Georgia,1995,"5,459,973   ","3,699,727   ",67.8   ,"3,522,905   ",64.5   ,"176,822   ",4.8   
15,Hawaii,1995,"867,555   ","589,479   ",67.9   ,"557,042   ",64.2   ,"32,437   ",5.5   
16,Idaho,1995,"856,925   ","598,984   ",69.9   ,"567,558   ",66.2   ,"31,426   ",5.2   
17,Illinois,1995,"9,040,636   ","6,178,774   ",68.3   ,"5,857,677   ",64.8   ,"321,097   ",5.2   
18,Indiana,1995,"4,431,231   ","3,112,286   ",70.2   ,"2,977,440   ",67.2   ,"134,846   ",4.3   
19,Iowa,1995,"2,177,652   ","1,585,287   ",72.8   ,"1,527,972   ",70.2   ,"57,315   ",3.6   
20,Kansas,1995,"1,920,869   ","1,355,850   ",70.6   ,"1,296,202   ",67.5   ,"59,648   ",4.4   
21,Kentucky,1995,"2,956,394   ","1,860,896   ",62.9   ,"1,757,111   ",59.4   ,"103,785   ",5.6   
22,Louisiana,1995,"3,192,666   ","1,950,958   ",61.1   ,"1,820,359   ",57.0   ,"130,599   ",6.7   
23,Maine,1995,"955,709   ","638,695   ",66.8   ,"601,565   ",62.9   ,"37,130   ",5.8   
24,Maryland,1995,"3,822,757   ","2,709,899   ",70.9   ,"2,572,708   ",67.3   ,"137,191   ",5.1   
25,Massachusetts,1995,"4,747,090   ","3,204,888   ",67.5   ,"3,029,360   ",63.8   ,"175,528   ",5.5   
26,Michigan,1995,"7,287,368   ","4,834,939   ",66.3   ,"4,576,521   ",62.8   ,"258,418   ",5.3   
27,Minnesota,1995,"3,489,057   ","2,626,995   ",75.3   ,"2,529,464   ",72.5   ,"97,531   ",3.7   
28,Mississippi,1995,"2,002,192   ","1,257,567   ",62.8   ,"1,175,278   ",58.7   ,"82,289   ",6.5   
29,Missouri,1995,"4,048,757   ","2,822,199   ",69.7   ,"2,690,210   ",66.4   ,"131,989   ",4.7   
30,Montana,1995,"655,757   ","441,705   ",67.4   ,"417,770   ",63.7   ,"23,935   ",5.4   
31,Nebraska,1995,"1,230,543   ","906,351   ",73.7   ,"882,603   ",71.7   ,"23,748   ",2.6   
32,Nevada,1995,"1,222,720   ","852,622   ",69.7   ,"805,286   ",65.9   ,"47,336   ",5.6   
33,New Hampshire,1995,"879,282   ","631,050   ",71.8   ,"605,929   ",68.9   ,"25,121   ",4.0   
34,New Jersey,1995,"6,196,853   ","4,111,828   ",66.4   ,"3,846,322   ",62.1   ,"265,506   ",6.5   
35,New Mexico,1995,"1,254,280   ","798,621   ",63.7   ,"744,557   ",59.4   ,"54,064   ",6.8   
36,New York,1995,"14,194,879   ","8,676,837   ",61.1   ,"8,125,798   ",57.2   ,"551,039   ",6.4   
51000,New York city,1995,"5,928,254   ","3,288,617   ",55.5   ,"3,018,344   ",50.9   ,"270,273   ",8.2   
37,North Carolina,1995,"5,602,058   ","3,748,853   ",66.9   ,"3,582,647   ",64.0   ,"166,206   ",4.4   
38,North Dakota,1995,"478,537   ","342,559   ",71.6   ,"331,252   ",69.2   ,"11,307   ",3.3   
39,Ohio,1995,"8,480,637   ","5,604,444   ",66.1   ,"5,330,591   ",62.9   ,"273,853   ",4.9   
40,Oklahoma,1995,"2,454,138   ","1,562,793   ",63.7   ,"1,490,602   ",60.7   ,"72,191   ",4.6   
41,Oregon,1995,"2,448,071   ","1,664,941   ",68.0   ,"1,583,153   ",64.7   ,"81,788   ",4.9   
42,Pennsylvania,1995,"9,378,316   ","5,900,042   ",62.9   ,"5,554,303   ",59.2   ,"345,739   ",5.9   
44,Rhode Island,1995,"784,053   ","508,872   ",64.9   ,"477,409   ",60.9   ,"31,463   ",6.2   
45,South Carolina,1995,"2,813,952   ","1,849,866   ",65.7   ,"1,754,633   ",62.4   ,"95,233   ",5.1   
46,South Dakota,1995,"537,657   ","386,088   ",71.8   ,"373,515   ",69.5   ,"12,573   ",3.3   
47,Tennessee,1995,"4,075,573   ","2,718,047   ",66.7   ,"2,574,000   ",63.2   ,"144,047   ",5.3   
48,Texas,1995,"13,815,490   ","9,572,436   ",69.3   ,"8,985,635   ",65.0   ,"586,801   ",6.1   
49,Utah,1995,"1,406,487   ","1,014,959   ",72.2   ,"979,367   ",69.6   ,"35,592   ",3.5   
50,Vermont,1995,"448,121   ","318,986   ",71.2   ,"305,279   ",68.1   ,"13,707   ",4.3   
51,Virginia,1995,"4,982,739   ","3,472,328   ",69.7   ,"3,317,434   ",66.6   ,"154,894   ",4.5   
53,Washington,1995,"4,118,590   ","2,812,611   ",68.3   ,"2,636,011   ",64.0   ,"176,600   ",6.3   
54,West Virginia,1995,"1,434,620   ","785,582   ",54.8   ,"723,904   ",50.5   ,"61,678   ",7.9   
55,Wisconsin,1995,"3,908,123   ","2,881,250   ",73.7   ,"2,773,640   ",71.0   ,"107,610   ",3.7   
56,Wyoming,1995,"358,595   ","253,196   ",70.6   ,"240,846   ",67.2   ,"12,350   ",4.9   
01,Alabama,1996,"3,284,630   ","2,086,493   ",63.5   ,"1,992,652   ",60.7   ,"93,841   ",4.5   
02,Alaska,1996,"420,657   ","308,573   ",73.4   ,"285,552   ",67.9   ,"23,021   ",7.5   
04,Arizona,1996,"3,465,028   ","2,271,474   ",65.6   ,"2,145,573   ",61.9   ,"125,901   ",5.5   
05,Arkansas,1996,"1,938,824   ","1,242,883   ",64.1   ,"1,179,020   ",60.8   ,"63,863   ",5.1   
06,California,1996,"23,453,185   ","15,435,896   ",65.8   ,"14,303,507   ",61.0   ,"1,132,389   ",7.3   
037,Los Angeles County,1996,"6,693,347   ","4,324,679   ",64.6   ,"3,967,833   ",59.3   ,"356,846   ",8.3   
08,Colorado,1996,"2,969,567   ","2,175,704   ",73.3   ,"2,083,740   ",70.2   ,"91,964   ",4.2   
09,Connecticut,1996,"2,558,852   ","1,752,773   ",68.5   ,"1,659,643   ",64.9   ,"93,130   ",5.3   
10,Delaware,1996,"565,138   ","388,504   ",68.7   ,"371,975   ",65.8   ,"16,529   ",4.3   
11,District of Columbia,1996,"453,283   ","290,498   ",64.1   ,"265,734   ",58.6   ,"24,764   ",8.5   
12,Florida,1996,"11,574,135   ","7,204,662   ",62.2   ,"6,822,517   ",58.9   ,"382,145   ",5.3   
13,Georgia,1996,"5,591,770   ","3,812,908   ",68.2   ,"3,638,219   ",65.1   ,"174,689   ",4.6   
15,Hawaii,1996,"877,213   ","596,753   ",68.0   ,"561,683   ",64.0   ,"35,070   ",5.9   
16,Idaho,1996,"879,010   ","613,888   ",69.8   ,"581,191   ",66.1   ,"32,697   ",5.3   
17,Illinois,1996,"9,101,290   ","6,239,028   ",68.6   ,"5,907,278   ",64.9   ,"331,750   ",5.3   
18,Indiana,1996,"4,478,040   ","3,102,990   ",69.3   ,"2,982,750   ",66.6   ,"120,240   ",3.9   
19,Iowa,1996,"2,192,256   ","1,609,270   ",73.4   ,"1,551,200   ",70.8   ,"58,070   ",3.6   
20,Kansas,1996,"1,940,011   ","1,371,948   ",70.7   ,"1,311,843   ",67.6   ,"60,105   ",4.4   
21,Kentucky,1996,"2,986,241   ","1,880,267   ",63.0   ,"1,777,259   ",59.5   ,"103,008   ",5.5   
22,Louisiana,1996,"3,219,755   ","1,980,714   ",61.5   ,"1,855,474   ",57.6   ,"125,240   ",6.3   
23,Maine,1996,"962,848   ","651,669   ",67.7   ,"617,479   ",64.1   ,"34,190   ",5.2   
24,Maryland,1996,"3,859,320   ","2,751,738   ",71.3   ,"2,615,584   ",67.8   ,"136,154   ",4.9   
25,Massachusetts,1996,"4,781,387   ","3,231,053   ",67.6   ,"3,083,332   ",64.5   ,"147,721   ",4.6   
26,Michigan,1996,"7,359,848   ","4,888,192   ",66.4   ,"4,647,116   ",63.1   ,"241,076   ",4.9   
27,Minnesota,1996,"3,540,527   ","2,670,174   ",75.4   ,"2,565,808   ",72.5   ,"104,366   ",3.9   
28,Mississippi,1996,"2,025,415   ","1,266,609   ",62.5   ,"1,187,018   ",58.6   ,"79,591   ",6.3   
29,Missouri,1996,"4,091,569   ","2,869,406   ",70.1   ,"2,734,860   ",66.8   ,"134,546   ",4.7   
30,Montana,1996,"667,269   ","447,141   ",67.0   ,"422,458   ",63.3   ,"24,683   ",5.5   
31,Nebraska,1996,"1,246,385   ","921,521   ",73.9   ,"896,132   ",71.9   ,"25,389   ",2.8   
32,Nevada,1996,"1,286,411   ","893,556   ",69.5   ,"847,274   ",65.9   ,"46,282   ",5.2   
33,New Hampshire,1996,"894,598   ","641,246   ",71.7   ,"617,629   ",69.0   ,"23,617   ",3.7   
34,New Jersey,1996,"6,247,242   ","4,184,052   ",67.0   ,"3,925,794   ",62.8   ,"258,258   ",6.2   
35,New Mexico,1996,"1,281,327   ","812,862   ",63.4   ,"751,826   ",58.7   ,"61,036   ",7.5   
36,New York,1996,"14,236,266   ","8,780,545   ",61.7   ,"8,228,913   ",57.8   ,"551,632   ",6.3   
51000,New York city,1996,"5,967,689   ","3,384,709   ",56.7   ,"3,086,246   ",51.7   ,"298,463   ",8.8   
37,North Carolina,1996,"5,720,236   ","3,875,125   ",67.7   ,"3,704,108   ",64.8   ,"171,017   ",4.4   
38,North Dakota,1996,"483,401   ","345,068   ",71.4   ,"334,086   ",69.1   ,"10,982   ",3.2   
39,Ohio,1996,"8,522,956   ","5,660,805   ",66.4   ,"5,378,491   ",63.1   ,"282,314   ",5.0   
40,Oklahoma,1996,"2,482,070   ","1,580,815   ",63.7   ,"1,514,880   ",61.0   ,"65,935   ",4.2   
41,Oregon,1996,"2,500,567   ","1,715,236   ",68.6   ,"1,618,571   ",64.7   ,"96,665   ",5.6   
42,Pennsylvania,1996,"9,409,219   ","5,987,872   ",63.6   ,"5,662,126   ",60.2   ,"325,746   ",5.4   
44,Rhode Island,1996,"789,329   ","517,429   ",65.6   ,"489,929   ",62.1   ,"27,500   ",5.3   
45,South Carolina,1996,"2,851,104   ","1,892,377   ",66.4   ,"1,785,646   ",62.6   ,"106,731   ",5.6   
46,South Dakota,1996,"545,307   ","392,554   ",72.0   ,"379,222   ",69.5   ,"13,332   ",3.4   
47,Tennessee,1996,"4,150,130   ","2,758,346   ",66.5   ,"2,610,975   ",62.9   ,"147,371   ",5.3   
48,Texas,1996,"14,072,456   ","9,736,646   ",69.2   ,"9,175,983   ",65.2   ,"560,663   ",5.8   
49,Utah,1996,"1,452,951   ","1,040,493   ",71.6   ,"1,004,347   ",69.1   ,"36,146   ",3.5   
50,Vermont,1996,"453,496   ","323,924   ",71.4   ,"309,653   ",68.3   ,"14,271   ",4.4   
51,Virginia,1996,"5,052,520   ","3,400,416   ",67.3   ,"3,252,499   ",64.4   ,"147,917   ",4.3   
53,Washington,1996,"4,193,091   ","2,882,432   ",68.7   ,"2,711,963   ",64.7   ,"170,469   ",5.9   
54,West Virginia,1996,"1,437,388   ","794,589   ",55.3   ,"735,710   ",51.2   ,"58,879   ",7.4   
55,Wisconsin,1996,"3,954,173   ","2,921,029   ",73.9   ,"2,815,599   ",71.2   ,"105,430   ",3.6   
56,Wyoming,1996,"363,019   ","254,717   ",70.2   ,"241,560   ",66.5   ,"13,157   ",5.2   
01,Alabama,1997,"3,310,672   ","2,129,797   ",64.3   ,"2,035,156   ",61.5   ,"94,641   ",4.4   
02,Alaska,1997,"423,636   ","311,961   ",73.6   ,"289,963   ",68.4   ,"21,998   ",7.1   
04,Arizona,1997,"3,584,266   ","2,302,734   ",64.2   ,"2,196,901   ",61.3   ,"105,833   ",4.6   
05,Arkansas,1997,"1,963,265   ","1,240,404   ",63.2   ,"1,177,143   ",60.0   ,"63,261   ",5.1   
06,California,1997,"23,829,617   ","15,792,536   ",66.3   ,"14,780,791   ",62.0   ,"1,011,745   ",6.4   
037,Los Angeles County,1997,"6,757,164   ","4,422,595   ",65.5   ,"4,117,002   ",60.9   ,"305,593   ",6.9   
08,Colorado,1997,"3,042,964   ","2,229,798   ",73.3   ,"2,154,294   ",70.8   ,"75,504   ",3.4   
09,Connecticut,1997,"2,566,658   ","1,759,854   ",68.6   ,"1,674,937   ",65.3   ,"84,917   ",4.8   
10,Delaware,1997,"573,467   ","393,493   ",68.6   ,"378,117   ",65.9   ,"15,376   ",3.9   
11,District of Columbia,1997,"450,837   ","286,548   ",63.6   ,"262,789   ",58.3   ,"23,759   ",8.3   
12,Florida,1997,"11,821,564   ","7,408,862   ",62.7   ,"7,040,660   ",59.6   ,"368,202   ",5.0   
13,Georgia,1997,"5,727,317   ","3,926,801   ",68.6   ,"3,751,699   ",65.5   ,"175,102   ",4.5   
15,Hawaii,1997,"888,620   ","601,664   ",67.7   ,"566,766   ",63.8   ,"34,898   ",5.8   
16,Idaho,1997,"899,095   ","629,839   ",70.1   ,"598,004   ",66.5   ,"31,835   ",5.1   
17,Illinois,1997,"9,161,360   ","6,290,774   ",68.7   ,"5,988,296   ",65.4   ,"302,478   ",4.8   
18,Indiana,1997,"4,510,432   ","3,117,935   ",69.1   ,"3,014,499   ",66.8   ,"103,436   ",3.3   
19,Iowa,1997,"2,203,777   ","1,606,503   ",72.9   ,"1,555,837   ",70.6   ,"50,666   ",3.2   
20,Kansas,1997,"1,956,819   ","1,383,486   ",70.7   ,"1,329,797   ",68.0   ,"53,689   ",3.9   
21,Kentucky,1997,"3,005,922   ","1,912,591   ",63.6   ,"1,809,785   ",60.2   ,"102,806   ",5.4   
22,Louisiana,1997,"3,244,010   ","2,004,792   ",61.8   ,"1,890,102   ",58.3   ,"114,690   ",5.7   
23,Maine,1997,"970,403   ","658,153   ",67.8   ,"624,410   ",64.3   ,"33,743   ",5.1   
24,Maryland,1997,"3,889,216   ","2,778,202   ",71.4   ,"2,646,200   ",68.0   ,"132,002   ",4.8   
25,Massachusetts,1997,"4,819,768   ","3,293,415   ",68.3   ,"3,158,851   ",65.5   ,"134,564   ",4.1   
26,Michigan,1997,"7,402,329   ","4,963,077   ",67.0   ,"4,748,691   ",64.2   ,"214,386   ",4.3   
27,Minnesota,1997,"3,585,081   ","2,694,348   ",75.2   ,"2,605,673   ",72.7   ,"88,675   ",3.3   
28,Mississippi,1997,"2,046,888   ","1,278,015   ",62.4   ,"1,200,845   ",58.7   ,"77,170   ",6.0   
29,Missouri,1997,"4,132,214   ","2,904,214   ",70.3   ,"2,780,185   ",67.3   ,"124,029   ",4.3   
30,Montana,1997,"673,364   ","451,617   ",67.1   ,"427,504   ",63.5   ,"24,113   ",5.3   
31,Nebraska,1997,"1,257,727   ","926,814   ",73.7   ,"904,492   ",71.9   ,"22,322   ",2.4   
32,Nevada,1997,"1,354,018   ","937,803   ",69.3   ,"895,258   ",66.1   ,"42,545   ",4.5   
33,New Hampshire,1997,"908,163   ","656,094   ",72.2   ,"635,469   ",70.0   ,"20,625   ",3.1   
34,New Jersey,1997,"6,301,880   ","4,257,440   ",67.6   ,"4,031,022   ",64.0   ,"226,418   ",5.3   
35,New Mexico,1997,"1,299,541   ","822,627   ",63.3   ,"768,596   ",59.1   ,"54,031   ",6.6   
36,New York,1997,"14,294,487   ","8,997,511   ",62.9   ,"8,416,544   ",58.9   ,"580,967   ",6.5   
51000,New York city,1997,"6,016,816   ","3,524,190   ",58.6   ,"3,192,384   ",53.1   ,"331,806   ",9.4   
37,North Carolina,1997,"5,831,164   ","3,962,777   ",68.0   ,"3,809,601   ",65.3   ,"153,176   ",3.9   
38,North Dakota,1997,"485,764   ","345,855   ",71.2   ,"335,854   ",69.1   ,"10,001   ",2.9   
39,Ohio,1997,"8,547,942   ","5,712,616   ",66.8   ,"5,448,161   ",63.7   ,"264,455   ",4.6   
40,Oklahoma,1997,"2,509,419   ","1,610,541   ",64.2   ,"1,543,105   ",61.5   ,"67,436   ",4.2   
41,Oregon,1997,"2,544,480   ","1,750,818   ",68.8   ,"1,652,997   ",65.0   ,"97,821   ",5.6   
42,Pennsylvania,1997,"9,420,957   ","6,085,770   ",64.6   ,"5,775,178   ",61.3   ,"310,592   ",5.1   
44,Rhode Island,1997,"794,188   ","531,882   ",67.0   ,"504,147   ",63.5   ,"27,735   ",5.2   
45,South Carolina,1997,"2,897,839   ","1,903,857   ",65.7   ,"1,819,508   ",62.8   ,"84,349   ",4.4   
46,South Dakota,1997,"548,956   ","395,276   ",72.0   ,"383,216   ",69.8   ,"12,060   ",3.1   
47,Tennessee,1997,"4,218,938   ","2,788,348   ",66.1   ,"2,640,005   ",62.6   ,"148,343   ",5.3   
48,Texas,1997,"14,351,589   ","9,926,594   ",69.2   ,"9,395,279   ",65.5   ,"531,315   ",5.4   
49,Utah,1997,"1,491,332   ","1,068,279   ",71.6   ,"1,034,429   ",69.4   ,"33,850   ",3.2   
50,Vermont,1997,"458,789   ","328,820   ",71.7   ,"315,806   ",68.8   ,"13,014   ",4.0   
51,Virginia,1997,"5,116,552   ","3,450,181   ",67.4   ,"3,323,266   ",65.0   ,"126,915   ",3.7   
53,Washington,1997,"4,273,176   ","2,966,651   ",69.4   ,"2,822,223   ",66.0   ,"144,428   ",4.9   
54,West Virginia,1997,"1,436,405   ","800,715   ",55.7   ,"746,442   ",52.0   ,"54,273   ",6.8   
55,Wisconsin,1997,"3,987,222   ","2,958,858   ",74.2   ,"2,855,830   ",71.6   ,"103,028   ",3.5   
56,Wyoming,1997,"365,527   ","256,263   ",70.1   ,"243,944   ",66.7   ,"12,319   ",4.8   
01,Alabama,1998,"3,342,047   ","2,142,512   ",64.1   ,"2,059,310   ",61.6   ,"83,202   ",3.9   
02,Alaska,1998,"426,700   ","313,079   ",73.4   ,"293,939   ",68.9   ,"19,140   ",6.1   
04,Arizona,1998,"3,680,505   ","2,382,361   ",64.7   ,"2,278,864   ",61.9   ,"103,497   ",4.3   
05,Arkansas,1998,"1,981,707   ","1,241,706   ",62.7   ,"1,179,338   ",59.5   ,"62,368   ",5.0   
06,California,1998,"24,271,632   ","16,166,912   ",66.6   ,"15,203,693   ",62.6   ,"963,219   ",6.0   
037,Los Angeles County,1998,"6,849,488   ","4,545,727   ",66.4   ,"4,246,142   ",62.0   ,"299,585   ",6.6   
08,Colorado,1998,"3,111,611   ","2,307,907   ",74.2   ,"2,226,296   ",71.5   ,"81,611   ",3.5   
09,Connecticut,1998,"2,573,215   ","1,741,640   ",67.7   ,"1,684,831   ",65.5   ,"56,809   ",3.3   
10,Delaware,1998,"581,547   ","397,319   ",68.3   ,"383,360   ",65.9   ,"13,959   ",3.5   
11,District of Columbia,1998,"452,808   ","293,820   ",64.9   ,"270,242   ",59.7   ,"23,578   ",8.0   
12,Florida,1998,"12,056,827   ","7,572,631   ",62.8   ,"7,232,345   ",60.0   ,"340,286   ",4.5   
13,Georgia,1998,"5,852,865   ","4,029,245   ",68.8   ,"3,861,646   ",66.0   ,"167,599   ",4.2   
15,Hawaii,1998,"895,694   ","604,302   ",67.5   ,"570,152   ",63.7   ,"34,150   ",5.7   
16,Idaho,1998,"916,680   ","647,873   ",70.7   ,"614,748   ",67.1   ,"33,125   ",5.1   
17,Illinois,1998,"9,230,764   ","6,330,665   ",68.6   ,"6,047,050   ",65.5   ,"283,615   ",4.5   
18,Indiana,1998,"4,539,240   ","3,124,509   ",68.8   ,"3,033,444   ",66.8   ,"91,065   ",2.9   
19,Iowa,1998,"2,213,630   ","1,602,865   ",72.4   ,"1,556,479   ",70.3   ,"46,386   ",2.9   
20,Kansas,1998,"1,974,711   ","1,401,588   ",71.0   ,"1,348,793   ",68.3   ,"52,795   ",3.8   
21,Kentucky,1998,"3,034,769   ","1,920,292   ",63.3   ,"1,832,775   ",60.4   ,"87,517   ",4.6   
22,Louisiana,1998,"3,262,933   ","2,027,265   ",62.1   ,"1,918,907   ",58.8   ,"108,358   ",5.3   
23,Maine,1998,"975,875   ","657,415   ",67.4   ,"627,920   ",64.3   ,"29,495   ",4.5   
24,Maryland,1998,"3,919,446   ","2,780,009   ",70.9   ,"2,661,192   ",67.9   ,"118,817   ",4.3   
25,Massachusetts,1998,"4,854,899   ","3,321,662   ",68.4   ,"3,208,988   ",66.1   ,"112,674   ",3.4   
26,Michigan,1998,"7,433,309   ","5,007,953   ",67.4   ,"4,809,503   ",64.7   ,"198,450   ",4.0   
27,Minnesota,1998,"3,626,469   ","2,731,716   ",75.3   ,"2,656,674   ",73.3   ,"75,042   ",2.7   
28,Mississippi,1998,"2,067,694   ","1,281,362   ",62.0   ,"1,211,535   ",58.6   ,"69,827   ",5.4   
29,Missouri,1998,"4,165,026   ","2,910,871   ",69.9   ,"2,794,869   ",67.1   ,"116,002   ",4.0   
30,Montana,1998,"676,543   ","460,837   ",68.1   ,"435,156   ",64.3   ,"25,681   ",5.6   
31,Nebraska,1998,"1,266,318   ","938,106   ",74.1   ,"914,644   ",72.2   ,"23,462   ",2.5   
32,Nevada,1998,"1,413,959   ","982,065   ",69.5   ,"938,662   ",66.4   ,"43,403   ",4.4   
33,New Hampshire,1998,"920,645   ","670,560   ",72.8   ,"651,292   ",70.7   ,"19,268   ",2.9   
34,New Jersey,1998,"6,352,436   ","4,242,366   ",66.8   ,"4,047,062   ",63.7   ,"195,304   ",4.6   
35,New Mexico,1998,"1,316,837   ","835,879   ",63.5   ,"783,661   ",59.5   ,"52,218   ",6.2   
36,New York,1998,"14,384,124   ","9,058,800   ",63.0   ,"8,546,550   ",59.4   ,"512,250   ",5.7   
51000,New York city,1998,"6,077,609   ","3,567,482   ",58.7   ,"3,283,875   ",54.0   ,"283,607   ",7.9   
37,North Carolina,1998,"5,941,176   ","3,985,573   ",67.1   ,"3,844,792   ",64.7   ,"140,781   ",3.5   
38,North Dakota,1998,"486,378   ","347,020   ",71.3   ,"336,642   ",69.2   ,"10,378   ",3.0   
39,Ohio,1998,"8,573,928   ","5,736,734   ",66.9   ,"5,488,877   ",64.0   ,"247,857   ",4.3   
40,Oklahoma,1998,"2,535,351   ","1,640,979   ",64.7   ,"1,569,498   ",61.9   ,"71,481   ",4.4   
41,Oregon,1998,"2,581,476   ","1,779,423   ",68.9   ,"1,678,407   ",65.0   ,"101,016   ",5.7   
42,Pennsylvania,1998,"9,439,610   ","6,068,343   ",64.3   ,"5,787,593   ",61.3   ,"280,750   ",4.6   
44,Rhode Island,1998,"800,630   ","534,011   ",66.7   ,"509,551   ",63.6   ,"24,460   ",4.6   
45,South Carolina,1998,"2,945,825   ","1,918,305   ",65.1   ,"1,849,075   ",62.8   ,"69,230   ",3.6   
46,South Dakota,1998,"551,772   ","401,677   ",72.8   ,"389,748   ",70.6   ,"11,929   ",3.0   
47,Tennessee,1998,"4,272,662   ","2,811,700   ",65.8   ,"2,685,151   ",62.8   ,"126,549   ",4.5   
48,Texas,1998,"14,638,305   ","10,097,882   ",69.0   ,"9,600,982   ",65.6   ,"496,900   ",4.9   
49,Utah,1998,"1,524,880   ","1,101,973   ",72.3   ,"1,061,282   ",69.6   ,"40,691   ",3.7   
50,Vermont,1998,"463,498   ","331,859   ",71.6   ,"321,608   ",69.4   ,"10,251   ",3.1   
51,Virginia,1998,"5,171,501   ","3,483,900   ",67.4   ,"3,384,653   ",65.4   ,"99,247   ",2.8   
53,Washington,1998,"4,348,345   ","3,032,019   ",69.7   ,"2,886,871   ",66.4   ,"145,148   ",4.8   
54,West Virginia,1998,"1,434,423   ","807,092   ",56.3   ,"754,629   ",52.6   ,"52,463   ",6.5   
